crr_ran,over,wickets_fell,total_Score_range,dot,sing,doub,triple,four,six,wicket,total,dot_prob,sing_prob,doub_prob,trip_prob,four_prob,six_prob,wkt_prob
7 to 7.5,10,3,60 to 70,5,8,2,0,2,0,2,19,0.263157895,0.421052632,0.105263158,0,0.105263158,0,0.105263158
7 to 7.5,10,3,70 to 80,5,6,3,0,2,0,2,18,0.277777778,0.333333333,0.166666667,0,0.111111111,0,0.111111111
7 to 7.5,10,4,60 to 70,1,2,0,0,0,0,2,5,0.2,0.4,0,0,0,0,0.4
7 to 7.5,10,4,70 to 80,1,2,0,0,0,0,1,4,0.25,0.5,0,0,0,0,0.25
7 to 7.5,11,0,70 to 80,7,5,1,0,1,1,0,15,0.466666667,0.333333333,0.066666667,0,0.066666667,0.066666667,0
7 to 7.5,11,0,80 to 90,1,2,0,0,0,0,0,3,0.333333333,0.666666667,0,0,0,0,0
7 to 7.5,11,1,70 to 80,11,23,10,0,5,4,0,53,0.20754717,0.433962264,0.188679245,0,0.094339623,0.075471698,0
7 to 7.5,11,1,80 to 90,3,6,1,0,2,0,0,12,0.25,0.5,0.083333333,0,0.166666667,0,0
7 to 7.5,11,1,70 to 80,21,27,9,2,12,6,5,82,0.256097561,0.329268293,0.109756098,0.024390244,0.146341463,0.073170732,0.06097561
7 to 7.5,11,1,80 to 90,4,6,2,0,2,0,2,16,0.25,0.375,0.125,0,0.125,0,0.125
7 to 7.5,11,2,70 to 80,25,27,15,1,7,3,4,82,0.304878049,0.329268293,0.182926829,0.012195122,0.085365854,0.036585366,0.048780488
7 to 7.5,11,2,80 to 90,6,9,1,0,2,1,1,20,0.3,0.45,0.05,0,0.1,0.05,0.05
7 to 7.5,11,3,70 to 80,11,15,3,0,4,1,5,39,0.282051282,0.384615385,0.076923077,0,0.102564103,0.025641026,0.128205128
7 to 7.5,11,4,80 to 90,3,2,2,0,1,0,0,8,0.375,0.25,0.25,0,0.125,0,0
7 to 7.5,11,4,70 to 80,7,4,1,0,2,0,3,17,0.411764706,0.235294118,0.058823529,0,0.117647059,0,0.176470588
7 to 7.5,12,0,80 to 90,3,8,0,0,1,1,0,13,0.230769231,0.615384615,0,0,0.076923077,0.076923077,0
7 to 7.5,12,0,70 to 80,0,1,0,0,1,0,1,3,0,0.333333333,0,0,0.333333333,0,0.333333333
7 to 7.5,12,0,80 to 90,12,15,3,1,7,3,2,43,0.279069767,0.348837209,0.069767442,0.023255814,0.162790698,0.069767442,0.046511628
7 to 7.5,12,2,70 to 80,1,1,1,0,1,0,0,4,0.25,0.25,0.25,0,0.25,0,0
7 to 7.5,12,1,80 to 90,28,34,16,0,16,7,4,105,0.266666667,0.323809524,0.152380952,0,0.152380952,0.066666667,0.038095238
7 to 7.5,12,3,70 to 80,1,1,1,0,1,1,0,5,0.2,0.2,0.2,0,0.2,0.2,0
7 to 7.5,12,2,80 to 90,24,31,12,0,14,4,9,94,0.255319149,0.329787234,0.127659574,0,0.14893617,0.042553191,0.095744681
7 to 7.5,12,3,80 to 90,14,26,4,0,4,5,7,60,0.233333333,0.433333333,0.066666667,0,0.066666667,0.083333333,0.116666667
7 to 7.5,12,4,90 to 100,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
7 to 7.5,12,4,70 to 80,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
7 to 7.5,12,4,80 to 90,5,11,2,0,1,1,4,24,0.208333333,0.458333333,0.083333333,0,0.041666667,0.041666667,0.166666667
7 to 7.5,12,5,80 to 90,2,3,0,0,0,0,1,6,0.333333333,0.5,0,0,0,0,0.166666667
7 to 7.5,13,0,80 to 90,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7 to 7.5,13,0,90 to 100,1,3,1,0,0,0,0,5,0.2,0.6,0.2,0,0,0,0
7 to 7.5,13,1,80 to 90,4,4,0,0,2,1,0,11,0.363636364,0.363636364,0,0,0.181818182,0.090909091,0
7 to 7.5,13,0,90 to 100,14,16,3,0,6,1,1,41,0.341463415,0.390243902,0.073170732,0,0.146341463,0.024390244,0.024390244
7 to 7.5,13,1,80 to 90,5,9,3,0,5,2,2,26,0.192307692,0.346153846,0.115384615,0,0.192307692,0.076923077,0.076923077
7 to 7.5,13,1,90 to 100,19,27,5,0,10,5,4,70,0.271428571,0.385714286,0.071428571,0,0.142857143,0.071428571,0.057142857
7 to 7.5,13,2,80 to 90,5,9,5,0,4,4,2,29,0.172413793,0.310344828,0.172413793,0,0.137931034,0.137931034,0.068965517
7 to 7.5,13,2,90 to 100,21,26,11,0,10,7,6,81,0.259259259,0.320987654,0.135802469,0,0.12345679,0.086419753,0.074074074
7 to 7.5,13,3,80 to 90,9,10,2,0,0,1,3,25,0.36,0.4,0.08,0,0,0.04,0.12
7 to 7.5,13,3,90 to 100,9,24,3,0,3,3,3,45,0.2,0.533333333,0.066666667,0,0.066666667,0.066666667,0.066666667
7 to 7.5,13,4,80 to 90,1,2,0,0,0,0,1,4,0.25,0.5,0,0,0,0,0.25
7 to 7.5,13,4,90 to 100,10,7,2,0,4,0,3,26,0.384615385,0.269230769,0.076923077,0,0.153846154,0,0.115384615
7 to 7.5,13,6,80 to 90,2,2,0,0,0,0,0,4,0.5,0.5,0,0,0,0,0
7 to 7.5,13,6,90 to 100,2,5,1,0,2,0,0,10,0.2,0.5,0.1,0,0.2,0,0
7 to 7.5,14,0,100 to 110,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
7 to 7.5,14,0,90 to 100,0,1,0,0,0,1,0,2,0,0.5,0,0,0,0.5,0
7 to 7.5,14,0,100 to 110,4,5,1,0,2,3,1,16,0.25,0.3125,0.0625,0,0.125,0.1875,0.0625
7 to 7.5,14,1,90 to 100,2,6,2,0,3,0,0,13,0.153846154,0.461538462,0.153846154,0,0.230769231,0,0
7 to 7.5,14,1,100 to 110,8,10,7,0,4,2,2,33,0.242424242,0.303030303,0.212121212,0,0.121212121,0.060606061,0.060606061
7 to 7.5,14,1,90 to 100,14,22,5,0,6,4,2,53,0.264150943,0.41509434,0.094339623,0,0.113207547,0.075471698,0.037735849
7 to 7.5,14,2,100 to 110,12,16,10,0,6,3,2,49,0.244897959,0.326530612,0.204081633,0,0.12244898,0.06122449,0.040816327
7 to 7.5,14,2,90 to 100,23,26,8,0,10,7,7,81,0.283950617,0.320987654,0.098765432,0,0.12345679,0.086419753,0.086419753
7 to 7.5,14,3,100 to 110,14,10,2,0,4,2,3,35,0.4,0.285714286,0.057142857,0,0.114285714,0.057142857,0.085714286
7 to 7.5,14,3,90 to 100,18,21,6,0,3,5,6,59,0.305084746,0.355932203,0.101694915,0,0.050847458,0.084745763,0.101694915
7 to 7.5,14,4,100 to 110,1,3,2,0,1,3,1,11,0.090909091,0.272727273,0.181818182,0,0.090909091,0.272727273,0.090909091
7 to 7.5,14,4,90 to 100,11,11,1,0,3,3,2,31,0.35483871,0.35483871,0.032258065,0,0.096774194,0.096774194,0.064516129
7 to 7.5,14,5,100 to 110,2,5,0,0,0,0,2,9,0.222222222,0.555555556,0,0,0,0,0.222222222
7 to 7.5,14,5,90 to 100,4,5,1,0,3,0,2,15,0.266666667,0.333333333,0.066666667,0,0.2,0,0.133333333
7 to 7.5,14,6,100 to 110,1,2,0,0,0,0,1,4,0.25,0.5,0,0,0,0,0.25
7 to 7.5,15,0,100 to 110,0,0,1,0,1,0,0,2,0,0,0.5,0,0.5,0,0
7 to 7.5,15,1,100 to 110,4,2,3,0,1,3,0,13,0.307692308,0.153846154,0.230769231,0,0.076923077,0.230769231,0
7 to 7.5,15,1,110 to 120,2,2,0,0,0,1,0,5,0.4,0.4,0,0,0,0.2,0
7 to 7.5,15,1,100 to 110,15,25,7,0,16,4,1,68,0.220588235,0.367647059,0.102941176,0,0.235294118,0.058823529,0.014705882
7 to 7.5,15,1,110 to 120,3,3,2,0,1,0,1,10,0.3,0.3,0.2,0,0.1,0,0.1
7 to 7.5,15,2,100 to 110,31,38,8,1,13,9,6,106,0.29245283,0.358490566,0.075471698,0.009433962,0.122641509,0.08490566,0.056603774
7 to 7.5,15,3,110 to 120,5,4,3,0,0,1,0,13,0.384615385,0.307692308,0.230769231,0,0,0.076923077,0
7 to 7.5,15,3,100 to 110,28,31,6,0,13,6,10,94,0.29787234,0.329787234,0.063829787,0,0.138297872,0.063829787,0.106382979
7 to 7.5,15,3,110 to 120,3,4,1,0,2,1,2,13,0.230769231,0.307692308,0.076923077,0,0.153846154,0.076923077,0.153846154
7 to 7.5,15,4,100 to 110,12,24,1,0,6,1,7,51,0.235294118,0.470588235,0.019607843,0,0.117647059,0.019607843,0.137254902
7 to 7.5,15,4,110 to 120,4,5,0,0,0,0,2,11,0.363636364,0.454545455,0,0,0,0,0.181818182
7 to 7.5,15,5,100 to 110,9,12,2,0,6,0,2,31,0.290322581,0.387096774,0.064516129,0,0.193548387,0,0.064516129
7 to 7.5,15,6,110 to 120,2,2,1,0,0,1,0,6,0.333333333,0.333333333,0.166666667,0,0,0.166666667,0
7 to 7.5,15,6,100 to 110,3,6,0,0,0,0,1,10,0.3,0.6,0,0,0,0,0.1
7 to 7.5,16,0,110 to 120,4,3,0,0,1,1,1,10,0.4,0.3,0,0,0.1,0.1,0.1
7 to 7.5,16,2,100 to 110,3,5,2,0,1,0,0,11,0.272727273,0.454545455,0.181818182,0,0.090909091,0,0
7 to 7.5,16,1,110 to 120,12,21,7,0,8,6,2,56,0.214285714,0.375,0.125,0,0.142857143,0.107142857,0.035714286
7 to 7.5,16,2,120 to 130,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7 to 7.5,16,2,100 to 110,5,5,2,0,1,2,1,16,0.3125,0.3125,0.125,0,0.0625,0.125,0.0625
7 to 7.5,16,2,110 to 120,22,36,7,0,16,11,1,93,0.23655914,0.387096774,0.075268817,0,0.172043011,0.11827957,0.010752688
7 to 7.5,16,3,100 to 110,4,6,1,0,0,1,1,13,0.307692308,0.461538462,0.076923077,0,0,0.076923077,0.076923077
7 to 7.5,16,3,110 to 120,21,35,12,0,13,8,9,98,0.214285714,0.357142857,0.12244898,0,0.132653061,0.081632653,0.091836735
7 to 7.5,16,4,120 to 130,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7 to 7.5,16,5,100 to 110,1,5,1,0,2,0,0,9,0.111111111,0.555555556,0.111111111,0,0.222222222,0,0
7 to 7.5,16,4,110 to 120,18,27,7,0,7,4,1,64,0.28125,0.421875,0.109375,0,0.109375,0.0625,0.015625
7 to 7.5,16,5,120 to 130,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7 to 7.5,16,6,100 to 110,1,2,0,0,1,0,0,4,0.25,0.5,0,0,0.25,0,0
7 to 7.5,16,5,110 to 120,13,16,2,0,4,0,1,36,0.361111111,0.444444444,0.055555556,0,0.111111111,0,0.027777778
7 to 7.5,16,7,100 to 110,1,2,0,0,0,0,0,3,0.333333333,0.666666667,0,0,0,0,0
7 to 7.5,16,6,110 to 120,3,3,1,0,1,0,2,10,0.3,0.3,0.1,0,0.1,0,0.2
7 to 7.5,17,1,110 to 120,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
7 to 7.5,17,1,120 to 130,0,4,1,0,0,0,0,5,0,0.8,0.2,0,0,0,0
7 to 7.5,17,2,110 to 120,3,7,2,0,3,1,0,16,0.1875,0.4375,0.125,0,0.1875,0.0625,0
7 to 7.5,17,2,120 to 130,3,11,3,0,5,2,0,24,0.125,0.458333333,0.125,0,0.208333333,0.083333333,0
7 to 7.5,17,2,110 to 120,10,15,3,0,4,3,7,42,0.238095238,0.357142857,0.071428571,0,0.095238095,0.071428571,0.166666667
7 to 7.5,17,2,120 to 130,9,24,9,1,9,4,2,58,0.155172414,0.413793103,0.155172414,0.017241379,0.155172414,0.068965517,0.034482759
7 to 7.5,17,3,110 to 120,13,17,8,0,10,4,2,54,0.240740741,0.314814815,0.148148148,0,0.185185185,0.074074074,0.037037037
7 to 7.5,17,3,120 to 130,19,26,9,0,16,7,7,84,0.226190476,0.30952381,0.107142857,0,0.19047619,0.083333333,0.083333333
7 to 7.5,17,4,110 to 120,6,15,4,0,7,5,3,40,0.15,0.375,0.1,0,0.175,0.125,0.075
7 to 7.5,17,4,120 to 130,14,22,4,0,4,6,6,56,0.25,0.392857143,0.071428571,0,0.071428571,0.107142857,0.107142857
7 to 7.5,17,5,110 to 120,3,9,2,0,3,1,3,21,0.142857143,0.428571429,0.095238095,0,0.142857143,0.047619048,0.142857143
7 to 7.5,17,5,120 to 130,10,12,0,0,7,1,3,33,0.303030303,0.363636364,0,0,0.212121212,0.03030303,0.090909091
7 to 7.5,17,6,110 to 120,3,0,1,0,0,0,2,6,0.5,0,0.166666667,0,0,0,0.333333333
7 to 7.5,17,6,120 to 130,2,4,0,0,1,0,1,8,0.25,0.5,0,0,0.125,0,0.125
7 to 7.5,17,7,110 to 120,0,1,1,0,1,0,1,4,0,0.25,0.25,0,0.25,0,0.25
7 to 7.5,17,8,120 to 130,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7 to 7.5,17,8,110 to 120,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
7 to 7.5,18,1,120 to 130,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
7 to 7.5,18,2,120 to 130,0,2,1,0,0,0,0,3,0,0.666666667,0.333333333,0,0,0,0
7 to 7.5,18,2,130 to 140,2,4,0,0,1,0,0,7,0.285714286,0.571428571,0,0,0.142857143,0,0
7 to 7.5,18,2,120 to 130,7,14,4,1,6,5,1,38,0.184210526,0.368421053,0.105263158,0.026315789,0.157894737,0.131578947,0.026315789
7 to 7.5,18,3,130 to 140,5,12,5,0,2,1,0,25,0.2,0.48,0.2,0,0.08,0.04,0
7 to 7.5,18,3,120 to 130,17,30,9,1,11,8,8,84,0.202380952,0.357142857,0.107142857,0.011904762,0.130952381,0.095238095,0.095238095
7 to 7.5,18,4,130 to 140,9,12,7,0,8,2,0,38,0.236842105,0.315789474,0.184210526,0,0.210526316,0.052631579,0
7 to 7.5,18,4,120 to 130,16,32,10,0,7,6,9,80,0.2,0.4,0.125,0,0.0875,0.075,0.1125
7 to 7.5,18,4,130 to 140,10,12,0,0,5,3,4,34,0.294117647,0.352941176,0,0,0.147058824,0.088235294,0.117647059
7 to 7.5,18,5,120 to 130,8,25,7,1,7,2,6,56,0.142857143,0.446428571,0.125,0.017857143,0.125,0.035714286,0.107142857
7 to 7.5,18,5,130 to 140,6,12,1,0,4,0,4,27,0.222222222,0.444444444,0.037037037,0,0.148148148,0,0.148148148
7 to 7.5,18,6,120 to 130,1,6,1,0,1,2,5,16,0.0625,0.375,0.0625,0,0.0625,0.125,0.3125
7 to 7.5,18,6,130 to 140,4,6,0,0,1,0,1,12,0.333333333,0.5,0,0,0.083333333,0,0.083333333
7 to 7.5,18,7,120 to 130,1,2,2,0,0,0,2,7,0.142857143,0.285714286,0.285714286,0,0,0,0.285714286
7 to 7.5,18,7,130 to 140,2,5,0,0,0,0,2,9,0.222222222,0.555555556,0,0,0,0,0.222222222
7 to 7.5,18,8,120 to 130,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
7 to 7.5,19,2,130 to 140,1,3,1,0,0,1,0,6,0.166666667,0.5,0.166666667,0,0,0.166666667,0
7 to 7.5,19,3,120 to 130,0,2,0,0,1,0,0,3,0,0.666666667,0,0,0.333333333,0,0
7 to 7.5,19,2,130 to 140,7,16,4,0,4,4,1,36,0.194444444,0.444444444,0.111111111,0,0.111111111,0.111111111,0.027777778
7 to 7.5,19,3,140 to 150,2,3,0,0,1,1,0,7,0.285714286,0.428571429,0,0,0.142857143,0.142857143,0
7 to 7.5,19,4,120 to 130,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0
7 to 7.5,19,3,130 to 140,11,26,9,0,8,9,3,66,0.166666667,0.393939394,0.136363636,0,0.121212121,0.136363636,0.045454545
7 to 7.5,19,3,140 to 150,4,3,1,0,1,1,1,11,0.363636364,0.272727273,0.090909091,0,0.090909091,0.090909091,0.090909091
7 to 7.5,19,4,120 to 130,3,3,0,0,0,1,1,8,0.375,0.375,0,0,0,0.125,0.125
7 to 7.5,19,4,130 to 140,10,29,12,0,17,8,5,81,0.12345679,0.358024691,0.148148148,0,0.209876543,0.098765432,0.061728395
7 to 7.5,19,4,140 to 150,0,5,1,0,1,2,1,10,0,0.5,0.1,0,0.1,0.2,0.1
7 to 7.5,19,5,120 to 130,0,1,0,0,1,2,2,6,0,0.166666667,0,0,0.166666667,0.333333333,0.333333333
7 to 7.5,19,5,130 to 140,19,35,16,0,6,8,14,98,0.193877551,0.357142857,0.163265306,0,0.06122449,0.081632653,0.142857143
7 to 7.5,19,5,140 to 150,4,5,1,0,1,1,2,14,0.285714286,0.357142857,0.071428571,0,0.071428571,0.071428571,0.142857143
7 to 7.5,19,6,120 to 130,1,0,0,0,1,0,1,3,0.333333333,0,0,0,0.333333333,0,0.333333333
7 to 7.5,19,6,130 to 140,5,15,4,0,8,3,6,41,0.12195122,0.365853659,0.097560976,0,0.195121951,0.073170732,0.146341463
7 to 7.5,19,6,140 to 150,3,4,0,0,0,0,1,8,0.375,0.5,0,0,0,0,0.125
7 to 7.5,19,7,130 to 140,5,6,1,0,2,0,3,17,0.294117647,0.352941176,0.058823529,0,0.117647059,0,0.176470588
7 to 7.5,19,7,140 to 150,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
7 to 7.5,19,9,120 to 130,0,1,1,0,0,0,0,2,0,0.5,0.5,0,0,0,0
7 to 7.5,19,8,130 to 140,1,3,1,0,0,0,1,6,0.166666667,0.5,0.166666667,0,0,0,0.166666667
7 to 7.5,19,8,140 to 150,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
7 to 7.5,19,9,140 to 150,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
7 to 7.5,20,2,130 to 140,0,1,1,0,1,0,0,3,0,0.333333333,0.333333333,0,0.333333333,0,0
7 to 7.5,20,2,140 to 150,0,1,1,0,1,0,0,3,0,0.333333333,0.333333333,0,0.333333333,0,0
7 to 7.5,20,3,130 to 140,1,2,1,0,1,0,0,5,0.2,0.4,0.2,0,0.2,0,0
7 to 7.5,20,3,140 to 150,2,7,4,0,2,1,0,16,0.125,0.4375,0.25,0,0.125,0.0625,0
7 to 7.5,20,3,130 to 140,0,3,0,0,2,0,3,8,0,0.375,0,0,0.25,0,0.375
7 to 7.5,20,3,140 to 150,2,14,1,1,9,6,1,34,0.058823529,0.411764706,0.029411765,0.029411765,0.264705882,0.176470588,0.029411765
7 to 7.5,20,4,150 to 160,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
7 to 7.5,20,4,130 to 140,2,4,4,1,2,3,1,17,0.117647059,0.235294118,0.235294118,0.058823529,0.117647059,0.176470588,0.058823529
7 to 7.5,20,4,140 to 150,5,19,8,0,8,3,5,48,0.104166667,0.395833333,0.166666667,0,0.166666667,0.0625,0.104166667
7 to 7.5,20,5,130 to 140,6,11,4,0,4,2,5,32,0.1875,0.34375,0.125,0,0.125,0.0625,0.15625
7 to 7.5,20,5,140 to 150,11,32,13,1,4,10,6,77,0.142857143,0.415584416,0.168831169,0.012987013,0.051948052,0.12987013,0.077922078
7 to 7.5,20,6,150 to 160,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7 to 7.5,20,6,130 to 140,4,5,2,0,2,2,2,17,0.235294118,0.294117647,0.117647059,0,0.117647059,0.117647059,0.117647059
7 to 7.5,20,6,140 to 150,13,21,5,1,8,6,11,65,0.2,0.323076923,0.076923077,0.015384615,0.123076923,0.092307692,0.169230769
7 to 7.5,20,6,150 to 160,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
7 to 7.5,20,7,130 to 140,1,4,0,0,3,1,1,10,0.1,0.4,0,0,0.3,0.1,0.1
7 to 7.5,20,7,140 to 150,3,14,8,1,5,1,12,44,0.068181818,0.318181818,0.181818182,0.022727273,0.113636364,0.022727273,0.272727273
7 to 7.5,20,8,130 to 140,3,2,2,0,1,0,3,11,0.272727273,0.181818182,0.181818182,0,0.090909091,0,0.272727273
7 to 7.5,20,8,140 to 150,5,6,3,0,4,5,5,28,0.178571429,0.214285714,0.107142857,0,0.142857143,0.178571429,0.178571429
7 to 7.5,20,9,140 to 150,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
8.5 to 9,1,0,10 to 20,1,1,0,0,1,1,0,4,0.25,0.25,0,0,0.25,0.25,0
8.5 to 9,2,0,10 to 20,4,5,3,2,6,4,0,24,0.166666667,0.208333333,0.125,0.083333333,0.25,0.166666667,0
8.5 to 9,2,0,20 to 30,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
8.5 to 9,2,0,10 to 20,3,4,2,0,2,1,1,13,0.230769231,0.307692308,0.153846154,0,0.153846154,0.076923077,0.076923077
8.5 to 9,2,2,10 to 20,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0
8.5 to 9,3,0,10 to 20,1,1,1,1,1,1,0,6,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0
8.5 to 9,3,0,20 to 30,7,6,3,2,6,5,0,29,0.24137931,0.206896552,0.103448276,0.068965517,0.206896552,0.172413793,0
8.5 to 9,3,0,10 to 20,1,1,1,0,1,1,1,6,0.166666667,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667
8.5 to 9,3,1,20 to 30,6,6,1,0,3,2,0,18,0.333333333,0.333333333,0.055555556,0,0.166666667,0.111111111,0
8.5 to 9,3,1,20 to 30,1,1,0,0,0,0,1,3,0.333333333,0.333333333,0,0,0,0,0.333333333
8.5 to 9,3,2,20 to 30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
8.5 to 9,4,0,20 to 30,3,3,2,1,4,1,0,14,0.214285714,0.214285714,0.142857143,0.071428571,0.285714286,0.071428571,0
8.5 to 9,4,0,30 to 40,9,8,3,0,8,4,0,32,0.28125,0.25,0.09375,0,0.25,0.125,0
8.5 to 9,4,1,20 to 30,3,3,1,0,3,1,0,11,0.272727273,0.272727273,0.090909091,0,0.272727273,0.090909091,0
8.5 to 9,4,0,30 to 40,8,8,4,0,7,4,3,34,0.235294118,0.235294118,0.117647059,0,0.205882353,0.117647059,0.088235294
8.5 to 9,4,2,20 to 30,1,0,0,0,2,0,0,3,0.333333333,0,0,0,0.666666667,0,0
8.5 to 9,4,1,30 to 40,5,1,1,0,1,1,1,10,0.5,0.1,0.1,0,0.1,0.1,0.1
8.5 to 9,4,3,30 to 40,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0
8.5 to 9,5,0,30 to 40,5,5,3,0,3,2,0,18,0.277777778,0.277777778,0.166666667,0,0.166666667,0.111111111,0
8.5 to 9,5,0,40 to 50,9,8,2,0,8,4,0,31,0.290322581,0.258064516,0.064516129,0,0.258064516,0.129032258,0
8.5 to 9,5,0,30 to 40,5,5,1,0,3,3,1,18,0.277777778,0.277777778,0.055555556,0,0.166666667,0.166666667,0.055555556
8.5 to 9,5,0,40 to 50,8,6,3,0,7,2,2,28,0.285714286,0.214285714,0.107142857,0,0.25,0.071428571,0.071428571
8.5 to 9,5,2,30 to 40,1,0,2,1,2,0,0,6,0.166666667,0,0.333333333,0.166666667,0.333333333,0,0
8.5 to 9,5,1,40 to 50,6,4,1,0,2,1,3,17,0.352941176,0.235294118,0.058823529,0,0.117647059,0.058823529,0.176470588
8.5 to 9,5,3,40 to 50,3,2,1,0,2,0,0,8,0.375,0.25,0.125,0,0.25,0,0
8.5 to 9,6,0,40 to 50,9,9,1,0,7,5,0,31,0.290322581,0.290322581,0.032258065,0,0.225806452,0.161290323,0
8.5 to 9,6,0,50 to 60,9,9,3,0,5,2,0,28,0.321428571,0.321428571,0.107142857,0,0.178571429,0.071428571,0
8.5 to 9,6,0,40 to 50,8,9,4,1,8,2,2,34,0.235294118,0.264705882,0.117647059,0.029411765,0.235294118,0.058823529,0.058823529
8.5 to 9,6,1,50 to 60,9,8,3,1,6,4,0,31,0.290322581,0.258064516,0.096774194,0.032258065,0.193548387,0.129032258,0
8.5 to 9,6,1,40 to 50,7,8,1,1,5,2,2,26,0.269230769,0.307692308,0.038461538,0.038461538,0.192307692,0.076923077,0.076923077
8.5 to 9,6,1,50 to 60,5,6,2,0,6,2,1,22,0.227272727,0.272727273,0.090909091,0,0.272727273,0.090909091,0.045454545
8.5 to 9,6,2,40 to 50,4,2,0,0,1,0,1,8,0.5,0.25,0,0,0.125,0,0.125
8.5 to 9,6,2,50 to 60,3,2,1,0,0,0,1,7,0.428571429,0.285714286,0.142857143,0,0,0,0.142857143
8.5 to 9,6,4,50 to 60,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
8.5 to 9,7,0,50 to 60,13,13,6,2,4,1,0,39,0.333333333,0.333333333,0.153846154,0.051282051,0.102564103,0.025641026,0
8.5 to 9,7,0,60 to 70,2,8,4,0,2,1,0,17,0.117647059,0.470588235,0.235294118,0,0.117647059,0.058823529,0
8.5 to 9,7,0,50 to 60,12,12,5,1,6,2,4,42,0.285714286,0.285714286,0.119047619,0.023809524,0.142857143,0.047619048,0.095238095
8.5 to 9,7,0,60 to 70,5,6,0,0,2,0,2,15,0.333333333,0.4,0,0,0.133333333,0,0.133333333
8.5 to 9,7,1,50 to 60,9,12,2,0,5,0,3,31,0.290322581,0.387096774,0.064516129,0,0.161290323,0,0.096774194
8.5 to 9,7,2,60 to 70,3,5,2,0,2,3,0,15,0.2,0.333333333,0.133333333,0,0.133333333,0.2,0
8.5 to 9,7,2,50 to 60,5,6,0,0,0,0,2,13,0.384615385,0.461538462,0,0,0,0,0.153846154
8.5 to 9,7,3,60 to 70,3,5,0,0,2,1,0,11,0.272727273,0.454545455,0,0,0.181818182,0.090909091,0
8.5 to 9,7,4,50 to 60,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
8.5 to 9,8,0,60 to 70,11,18,4,0,4,2,0,39,0.282051282,0.461538462,0.102564103,0,0.102564103,0.051282051,0
8.5 to 9,8,0,70 to 80,2,3,0,0,2,0,0,7,0.285714286,0.428571429,0,0,0.285714286,0,0
8.5 to 9,8,1,60 to 70,11,19,6,1,9,6,0,52,0.211538462,0.365384615,0.115384615,0.019230769,0.173076923,0.115384615,0
8.5 to 9,8,1,70 to 80,3,3,0,0,2,0,0,8,0.375,0.375,0,0,0.25,0,0
8.5 to 9,8,1,60 to 70,13,16,3,2,9,4,5,52,0.25,0.307692308,0.057692308,0.038461538,0.173076923,0.076923077,0.096153846
8.5 to 9,8,1,70 to 80,3,3,1,0,0,0,3,10,0.3,0.3,0.1,0,0,0,0.3
8.5 to 9,8,2,60 to 70,9,10,2,1,4,0,5,31,0.290322581,0.322580645,0.064516129,0.032258065,0.129032258,0,0.161290323
8.5 to 9,8,2,70 to 80,2,5,0,0,0,1,1,9,0.222222222,0.555555556,0,0,0,0.111111111,0.111111111
8.5 to 9,8,3,60 to 70,2,3,0,0,0,0,2,7,0.285714286,0.428571429,0,0,0,0,0.285714286
8.5 to 9,9,0,70 to 80,14,18,4,0,9,1,0,46,0.304347826,0.391304348,0.086956522,0,0.195652174,0.02173913,0
8.5 to 9,9,0,80 to 90,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
8.5 to 9,9,1,70 to 80,18,23,6,0,10,10,0,67,0.268656716,0.343283582,0.089552239,0,0.149253731,0.149253731,0
8.5 to 9,9,0,80 to 90,3,5,1,0,0,0,1,10,0.3,0.5,0.1,0,0,0,0.1
8.5 to 9,9,1,70 to 80,15,23,4,0,8,5,4,59,0.254237288,0.389830508,0.06779661,0,0.13559322,0.084745763,0.06779661
8.5 to 9,9,2,80 to 90,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
