player,balls_Faced,dots,singles,doubles,triples,fours,sixes,wickets,dot_prob,sing_prob,doub_prob,trip_prob,four_prob,six_prob,wkt_prob,dots_conc,singles_conc,doubles_conc,triples_conc,fours_conc,sixes_conc,wickets_conc,balls_bowled,dot_conc_prob,sing_conc_prob,doub_conc_prob,trip_conc_prob,four_conc_prob,six_conc_prob,wkt_conc_prob
Brad Hogg,22,2,14,2,0,1,0,3,0.09090909090909091,0.6363636363636364,0.09090909090909091,0,0.045454545454545456,0,0.13636363636363635,136,196,34,3,39,21,23,452,0.3008849557522124,0.4336283185840708,0.0752212389380531,0.00663716814159292,0.08628318584070796,0.046460176991150445,0.05088495575221239
Graeme Smith,668,271,228,39,1,94,9,26,0.405688622754491,0.3413173652694611,0.058383233532934134,0.0014970059880239522,0.1407185628742515,0.01347305389221557,0.038922155688622756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Glenn McGrath,5,3,0,0,0,1,0,1,0.6,0,0,0,0.2,0,0.2,141,103,11,1,41,10,12,319,0.44200626959247646,0.322884012539185,0.034482758620689655,0.003134796238244514,0.12852664576802508,0.03134796238244514,0.03761755485893417
Hanuma Vihari,321,116,137,23,1,23,1,20,0.3613707165109034,0.42679127725856697,0.07165109034267912,0.003115264797507788,0.07165109034267912,0.003115264797507788,0.06230529595015576,16,17,2,0,5,1,1,42,0.38095238095238093,0.40476190476190477,0.047619047619047616,0,0.11904761904761904,0.023809523809523808,0.023809523809523808
George Bailey,544,172,222,44,1,59,19,27,0.3161764705882353,0.40808823529411764,0.08088235294117647,0.001838235294117647,0.10845588235294118,0.034926470588235295,0.04963235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Glenn Maxwell,867,260,280,64,1,110,91,61,0.29988465974625145,0.3229527104959631,0.07381776239907728,0.0011534025374855825,0.12687427912341406,0.104959630911188,0.07035755478662054,111,197,33,0,39,32,16,428,0.25934579439252337,0.4602803738317757,0.07710280373831775,0,0.0911214953271028,0.07476635514018691,0.037383177570093455
Graham Napier,16,6,5,3,0,1,0,1,0.375,0.3125,0.1875,0,0.0625,0,0.0625,7,11,1,0,2,1,1,23,0.30434782608695654,0.4782608695652174,0.043478260869565216,0,0.08695652173913043,0.043478260869565216,0.043478260869565216
Gurkeerat Singh,342,94,146,20,0,47,11,24,0.27485380116959063,0.4269005847953216,0.05847953216374269,0,0.13742690058479531,0.03216374269005848,0.07017543859649122,21,40,6,1,6,3,5,82,0.25609756097560976,0.4878048780487805,0.07317073170731707,0.012195121951219513,0.07317073170731707,0.036585365853658534,0.06097560975609756
Harpreet Brar,12,3,6,0,0,2,1,0,0.25,0.5,0,0,0.16666666666666666,0.08333333333333333,0,7,16,1,0,3,3,0,30,0.23333333333333334,0.5333333333333333,0.03333333333333333,0,0.1,0.1,0.0
Halhadar Das,5,2,2,0,0,0,0,1,0.4,0.4,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Harry Gurney,5,4,1,0,0,0,0,0,0.8,0.2,0,0,0,0,0,43,72,16,0,23,7,7,168,0.25595238095238093,0.42857142857142855,0.09523809523809523,0,0.13690476190476192,0.041666666666666664,0.041666666666666664
Heinrich Klaasen,57,14,24,8,0,5,1,5,0.24561403508771928,0.42105263157894735,0.14035087719298245,0,0.08771929824561403,0.017543859649122806,0.08771929824561403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hardus Viljoen,7,3,1,1,0,0,0,2,0.42857142857142855,0.14285714285714285,0.14285714285714285,0,0,0,0.2857142857142857,36,54,12,1,25,6,7,141,0.2553191489361702,0.3829787234042553,0.0851063829787234,0.0070921985815602835,0.1773049645390071,0.0425531914893617,0.04964539007092199
Harbhajan Singh,600,197,193,34,0,79,42,55,0.3283333333333333,0.32166666666666666,0.056666666666666664,0,0.13166666666666665,0.07,0.09166666666666666,1094,1519,190,15,289,142,150,3399,0.32185937040305973,0.44689614592527216,0.055898793762871435,0.00441306266548985,0.08502500735510445,0.041776993233303916,0.0441306266548985
Harmeet Singh,12,1,2,2,0,3,0,4,0.08333333333333333,0.16666666666666666,0.16666666666666666,0,0.25,0,0.3333333333333333,163,218,42,0,65,20,26,534,0.3052434456928839,0.40823970037453183,0.07865168539325842,0,0.12172284644194757,0.03745318352059925,0.04868913857677903
Harpreet Singh,26,6,16,2,0,0,0,2,0.23076923076923078,0.6153846153846154,0.07692307692307693,0,0,0,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Herschelle Gibbs,806,348,264,45,3,83,31,32,0.4317617866004963,0.32754342431761785,0.05583126550868486,0.0037220843672456576,0.10297766749379653,0.038461538461538464,0.03970223325062035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hardik Pandya,689,192,276,41,3,72,68,37,0.27866473149492016,0.4005805515239477,0.059506531204644414,0.0043541364296081275,0.10449927431059507,0.09869375907111756,0.05370101596516691,245,377,55,2,115,58,42,894,0.2740492170022371,0.4217002237136465,0.06152125279642058,0.0022371364653243847,0.12863534675615212,0.06487695749440715,0.04697986577181208
Hashim Amla,407,126,164,22,1,60,21,13,0.3095823095823096,0.40294840294840295,0.05405405405405406,0.002457002457002457,0.14742014742014742,0.051597051597051594,0.03194103194103194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Harshal Patel,69,8,35,3,0,3,9,11,0.11594202898550725,0.5072463768115942,0.043478260869565216,0,0.043478260869565216,0.13043478260869565,0.15942028985507245,245,331,62,1,115,47,43,844,0.2902843601895735,0.3921800947867299,0.07345971563981042,0.001184834123222749,0.1362559241706161,0.05568720379146919,0.0509478672985782
Ishant Sharma,61,25,21,3,0,4,2,6,0.4098360655737705,0.3442622950819672,0.04918032786885246,0,0.06557377049180328,0.03278688524590164,0.09836065573770492,743,603,128,13,301,72,71,1931,0.384774728120145,0.3122734334541688,0.06628689798032107,0.006732263076126359,0.15587778353184878,0.03728638011393061,0.03676851372345935
Ish Sodhi,17,8,7,0,0,0,0,2,0.47058823529411764,0.4117647058823529,0,0,0,0,0.11764705882352941,56,81,17,1,9,8,9,181,0.30939226519337015,0.44751381215469616,0.09392265193370165,0.0055248618784530384,0.049723756906077346,0.04419889502762431,0.049723756906077346
Irfan Pathan,945,284,406,76,2,87,37,53,0.30052910052910053,0.42962962962962964,0.08042328042328042,0.0021164021164021165,0.09206349206349207,0.039153439153439155,0.056084656084656084,755,731,116,4,293,82,80,2061,0.366327025715672,0.3546821931101407,0.056283357593401265,0.0019408054342552159,0.14216399805919458,0.039786511402231925,0.038816108685104316
Imran Tahir,27,13,6,1,0,3,0,4,0.48148148148148145,0.2222222222222222,0.037037037037037035,0,0.1111111111111111,0,0.14814814814814814,327,567,84,3,94,79,79,1233,0.26520681265206814,0.45985401459854014,0.0681265206812652,0.0024330900243309003,0.07623682076236821,0.0640713706407137,0.0640713706407137
Iqbal Abdulla,84,32,34,6,0,9,1,2,0.38095238095238093,0.40476190476190477,0.07142857142857142,0,0.10714285714285714,0.011904761904761904,0.023809523809523808,291,416,51,4,88,37,40,927,0.313915857605178,0.4487594390507012,0.05501618122977346,0.004314994606256742,0.09492988133764833,0.039913700107874865,0.043149946062567425
Ishan Kishan,531,192,181,27,0,64,34,33,0.3615819209039548,0.3408662900188324,0.05084745762711865,0,0.12052730696798493,0.064030131826742,0.062146892655367235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jofra Archer,61,15,24,5,0,6,4,7,0.2459016393442623,0.39344262295081966,0.08196721311475409,0,0.09836065573770492,0.06557377049180328,0.11475409836065574,181,181,32,2,54,26,26,502,0.3605577689243028,0.3605577689243028,0.06374501992031872,0.00398406374501992,0.10756972111553785,0.05179282868525897,0.05179282868525897
Johnny Bairstow,284,86,103,18,2,49,18,8,0.3028169014084507,0.3626760563380282,0.06338028169014084,0.007042253521126761,0.17253521126760563,0.06338028169014084,0.028169014084507043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Johan Botha,359,113,143,37,2,39,5,20,0.3147632311977716,0.3983286908077994,0.10306406685236769,0.005571030640668524,0.10863509749303621,0.013927576601671309,0.055710306406685235,229,308,43,4,60,24,25,693,0.33044733044733043,0.4444444444444444,0.06204906204906205,0.005772005772005772,0.08658008658008658,0.03463203463203463,0.03607503607503607
Joe Denly,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jagadeesha Suchith,47,18,16,5,0,4,2,2,0.3829787234042553,0.3404255319148936,0.10638297872340426,0,0.0851063829787234,0.0425531914893617,0.0425531914893617,69,122,24,2,31,16,12,276,0.25,0.4420289855072464,0.08695652173913043,0.007246376811594203,0.11231884057971014,0.057971014492753624,0.043478260869565216
Jayant Yadav,10,2,6,0,0,0,0,2,0.2,0.6,0,0,0,0,0.2,84,94,16,0,18,8,5,225,0.37333333333333335,0.4177777777777778,0.07111111111111111,0,0.08,0.035555555555555556,0.022222222222222223
Jos Buttler,919,292,321,64,2,140,61,39,0.3177366702937976,0.34929270946681173,0.06964091403699674,0.002176278563656148,0.15233949945593037,0.06637649619151251,0.042437431991294884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jesse Ryder,458,164,145,30,3,69,19,28,0.35807860262008734,0.3165938864628821,0.06550218340611354,0.006550218340611353,0.15065502183406113,0.04148471615720524,0.0611353711790393,71,105,18,0,21,13,8,236,0.3008474576271186,0.4449152542372881,0.07627118644067797,0,0.08898305084745763,0.05508474576271186,0.03389830508474576
Jaidev Unadkat,54,16,25,0,0,6,1,6,0.2962962962962963,0.46296296296296297,0,0,0.1111111111111111,0.018518518518518517,0.1111111111111111,429,617,102,9,191,95,77,1520,0.2822368421052632,0.40592105263157896,0.06710526315789474,0.0059210526315789476,0.1256578947368421,0.0625,0.0506578947368421
Jacob Oram,108,40,46,3,0,6,5,8,0.37037037037037035,0.42592592592592593,0.027777777777777776,0,0.05555555555555555,0.046296296296296294,0.07407407407407407,70,95,14,0,34,13,9,235,0.2978723404255319,0.40425531914893614,0.059574468085106386,0,0.14468085106382977,0.05531914893617021,0.03829787234042553
James Neesham,46,22,10,7,0,3,1,3,0.4782608695652174,0.21739130434782608,0.15217391304347827,0,0.06521739130434782,0.021739130434782608,0.06521739130434782,13,25,3,0,9,4,1,55,0.23636363636363636,0.45454545454545453,0.05454545454545454,0,0.16363636363636364,0.07272727272727272,0.01818181818181818
James Franklin,301,105,129,22,0,25,9,11,0.3488372093023256,0.42857142857142855,0.07308970099667775,0,0.08305647840531562,0.029900332225913623,0.036544850498338874,30,75,11,1,21,6,9,153,0.19607843137254902,0.49019607843137253,0.0718954248366013,0.006535947712418301,0.13725490196078433,0.0392156862745098,0.058823529411764705
Jacques Kallis,2221,828,888,113,8,255,44,85,0.37280504277352544,0.39981990094552006,0.050877982890589826,0.0036019810895992796,0.11481314723097703,0.01981089599279604,0.038271049076992344,536,749,106,6,235,57,65,1754,0.3055872291904219,0.42702394526795895,0.06043329532497149,0.0034207525655644243,0.13397947548460662,0.03249714937286203,0.037058152793614595
Jasprit Bumrah,38,12,17,2,0,2,1,4,0.3157894736842105,0.4473684210526316,0.05263157894736842,0,0.05263157894736842,0.02631578947368421,0.10526315789473684,564,686,145,8,193,66,82,1744,0.32339449541284404,0.393348623853211,0.08314220183486239,0.0045871559633027525,0.1106651376146789,0.03784403669724771,0.047018348623853214
Jason Roy,135,50,48,6,0,18,8,5,0.37037037037037035,0.35555555555555557,0.044444444444444446,0,0.13333333333333333,0.05925925925925926,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Justin Kemp,24,8,9,2,1,1,1,2,0.3333333333333333,0.375,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.08333333333333333,12,20,2,0,6,1,3,44,0.2727272727272727,0.45454545454545453,0.045454545454545456,0,0.13636363636363635,0.022727272727272728,0.06818181818181818
Jason Holder,31,12,6,2,0,4,2,5,0.3870967741935484,0.1935483870967742,0.06451612903225806,0,0.12903225806451613,0.06451612903225806,0.16129032258064516,75,87,16,1,28,10,5,222,0.33783783783783783,0.3918918918918919,0.07207207207207207,0.0045045045045045045,0.12612612612612611,0.04504504504504504,0.02252252252252252
Joginder Sharma,30,6,14,3,0,1,2,4,0.2,0.4666666666666667,0.1,0,0.03333333333333333,0.06666666666666667,0.13333333333333333,59,127,17,0,35,16,12,266,0.22180451127819548,0.4774436090225564,0.06390977443609022,0,0.13157894736842105,0.06015037593984962,0.045112781954887216
JP Duminy,1636,467,781,126,6,126,79,51,0.28545232273838633,0.4773838630806846,0.07701711491442542,0.003667481662591687,0.07701711491442542,0.04828850855745721,0.03117359413202934,211,328,43,0,53,33,23,691,0.3053545586107091,0.47467438494934877,0.06222865412445731,0,0.07670043415340087,0.04775687409551375,0.03328509406657019
James Faulkner,389,103,160,41,1,36,23,25,0.2647814910025707,0.41131105398457585,0.10539845758354756,0.002570694087403599,0.09254498714652956,0.05912596401028278,0.06426735218508997,338,486,123,5,159,65,59,1235,0.2736842105263158,0.39352226720647776,0.09959514170040486,0.004048582995951417,0.12874493927125505,0.05263157894736842,0.04777327935222672
Khaleel Ahmed,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,70,92,8,1,31,15,19,236,0.2966101694915254,0.3898305084745763,0.03389830508474576,0.00423728813559322,0.13135593220338984,0.0635593220338983,0.08050847457627118
Krishnappa Gowtham,83,18,23,9,1,10,10,12,0.21686746987951808,0.27710843373493976,0.10843373493975904,0.012048192771084338,0.12048192771084337,0.12048192771084337,0.14457831325301204,110,157,18,0,49,15,11,360,0.3055555555555556,0.4361111111111111,0.05,0,0.1361111111111111,0.041666666666666664,0.030555555555555555
Keemo Paul,24,10,6,1,0,1,1,5,0.4166666666666667,0.25,0.041666666666666664,0,0.041666666666666664,0.041666666666666664,0.20833333333333334,43,89,9,1,18,6,9,175,0.24571428571428572,0.5085714285714286,0.05142857142857143,0.005714285714285714,0.10285714285714286,0.03428571428571429,0.05142857142857143
Kagiso Rabada,79,32,31,3,0,5,2,6,0.4050632911392405,0.3924050632911392,0.0379746835443038,0,0.06329113924050633,0.02531645569620253,0.0759493670886076,124,155,33,1,58,15,31,417,0.2973621103117506,0.37170263788968827,0.07913669064748201,0.002398081534772182,0.13908872901678657,0.03597122302158273,0.07434052757793765
Kieron Pollard,1876,589,704,123,7,181,176,96,0.31396588486140725,0.3752665245202559,0.06556503198294243,0.0037313432835820895,0.0964818763326226,0.09381663113006397,0.0511727078891258,271,633,96,2,139,63,56,1260,0.2150793650793651,0.5023809523809524,0.0761904761904762,0.0015873015873015873,0.11031746031746031,0.05,0.044444444444444446
Kemar Roach,9,2,4,1,0,1,0,1,0.2222222222222222,0.4444444444444444,0.1111111111111111,0,0.1111111111111111,0,0.1111111111111111,20,16,3,0,10,3,0,52,0.38461538461538464,0.3076923076923077,0.057692307692307696,0,0.19230769230769232,0.057692307692307696,0.0
Kumar Sangakkara,1391,455,563,81,5,195,27,65,0.32710280373831774,0.404744787922358,0.058231488138030196,0.0035945363048166786,0.14018691588785046,0.019410496046010063,0.04672897196261682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dinesh Karthik,2813,833,1175,206,6,357,101,135,0.29612513330963386,0.4177035193743335,0.07323142552435123,0.002132954141485958,0.1269107714184145,0.03590472804834696,0.047991468183434055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Krunal Pandya,610,176,222,53,3,86,35,35,0.28852459016393445,0.3639344262295082,0.08688524590163935,0.004918032786885246,0.14098360655737704,0.05737704918032787,0.05737704918032787,261,479,64,2,78,33,39,956,0.2730125523012552,0.5010460251046025,0.06694560669456066,0.0020920502092050207,0.08158995815899582,0.034518828451882845,0.04079497907949791
Kyle Abbott,8,2,2,1,1,0,1,1,0.25,0.25,0.125,0.125,0,0.125,0.125,26,34,9,0,24,4,2,99,0.26262626262626265,0.3434343434343434,0.09090909090909091,0,0.24242424242424243,0.04040404040404041,0.020202020202020204
Kevon Cooper,68,18,16,8,0,9,8,9,0.2647058823529412,0.23529411764705882,0.11764705882352941,0,0.1323529411764706,0.11764705882352941,0.1323529411764706,151,244,62,0,59,23,33,572,0.263986013986014,0.42657342657342656,0.10839160839160839,0,0.10314685314685315,0.04020979020979021,0.057692307692307696
Karun Nair,1138,380,416,81,5,158,39,59,0.3339191564147627,0.3655536028119508,0.07117750439367311,0.004393673110720563,0.13884007029876977,0.03427065026362039,0.05184534270650264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
KL Rahul,1431,450,570,104,3,176,81,47,0.31446540880503143,0.39832285115303984,0.0726764500349406,0.0020964360587002098,0.12299091544374563,0.05660377358490566,0.03284416491963662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kedar Jadhav,853,249,372,54,1,92,38,47,0.29191090269636577,0.4361078546307151,0.06330597889800703,0.0011723329425556857,0.10785463071512309,0.044548651817116064,0.05509964830011723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kevin Pietersen,742,247,284,48,4,91,40,28,0.3328840970350404,0.38274932614555257,0.0646900269541779,0.005390835579514825,0.12264150943396226,0.05390835579514825,0.03773584905660377,47,91,11,1,10,9,7,176,0.26704545454545453,0.5170454545454546,0.0625,0.005681818181818182,0.056818181818181816,0.05113636363636364,0.03977272727272727
Kane Williamson,963,267,429,74,4,111,44,34,0.2772585669781931,0.4454828660436137,0.07684319833852545,0.004153686396677051,0.11526479750778816,0.04569055036344756,0.035306334371754934,2,3,0,0,1,0,0,6,0.3333333333333333,0.5,0,0,0.16666666666666666,0,0.0
Kuldeep Yadav,54,23,16,6,0,4,0,5,0.42592592592592593,0.2962962962962963,0.1111111111111111,0,0.07407407407407407,0,0.09259259259259259,207,398,60,2,61,61,39,828,0.25,0.4806763285024155,0.07246376811594203,0.0024154589371980675,0.07367149758454106,0.07367149758454106,0.04710144927536232
Karn Sharma,274,84,114,22,1,18,14,21,0.30656934306569344,0.41605839416058393,0.08029197080291971,0.0036496350364963502,0.06569343065693431,0.051094890510948905,0.07664233576642336,326,477,74,4,79,82,54,1096,0.29744525547445255,0.4352189781021898,0.06751824817518248,0.0036496350364963502,0.07208029197080291,0.07481751824817519,0.04927007299270073
Kane Richardson,39,14,16,3,0,2,1,3,0.358974358974359,0.41025641025641024,0.07692307692307693,0,0.05128205128205128,0.02564102564102564,0.07692307692307693,106,114,22,1,35,23,18,319,0.3322884012539185,0.3573667711598746,0.06896551724137931,0.003134796238244514,0.109717868338558,0.07210031347962383,0.05642633228840126
Liam Livingstone,48,19,13,2,0,6,5,3,0.3958333333333333,0.2708333333333333,0.041666666666666664,0,0.125,0.10416666666666667,0.0625,3,1,0,0,0,2,0,6,0.5,0.16666666666666666,0,0,0,0.3333333333333333,0.0
Liam Plunkett,3,1,1,0,0,0,0,1,0.3333333333333333,0.3333333333333333,0,0,0,0,0.3333333333333333,35,77,8,0,15,12,4,151,0.23178807947019867,0.5099337748344371,0.052980132450331126,0,0.09933774834437085,0.07947019867549669,0.026490066225165563
Luke Ronchi,34,18,4,0,0,6,1,5,0.5294117647058824,0.11764705882352941,0,0,0.17647058823529413,0.029411764705882353,0.14705882352941177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lockie Ferguson,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,37,29,2,0,9,4,3,84,0.44047619047619047,0.34523809523809523,0.023809523809523808,0,0.10714285714285714,0.047619047619047616,0.03571428571428571
Luke Wright,60,14,20,2,0,16,3,5,0.23333333333333334,0.3333333333333333,0.03333333333333333,0,0.26666666666666666,0.05,0.08333333333333333,12,42,4,0,5,9,2,74,0.16216216216216217,0.5675675675675675,0.05405405405405406,0,0.06756756756756757,0.12162162162162163,0.02702702702702703
Lendyl Simmons,852,349,269,52,2,109,44,27,0.4096244131455399,0.31572769953051644,0.06103286384976526,0.002347417840375587,0.12793427230046947,0.051643192488262914,0.03169014084507042,1,10,2,0,2,2,1,18,0.05555555555555555,0.5555555555555556,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0.05555555555555555
Ross Taylor,820,269,334,62,3,66,46,40,0.3280487804878049,0.4073170731707317,0.07560975609756097,0.003658536585365854,0.08048780487804878,0.05609756097560976,0.04878048780487805,0,10,1,0,0,2,0,13,0,0.7692307692307693,0.07692307692307693,0,0,0.15384615384615385,0.0
Moeen Ali,179,52,65,7,0,20,23,12,0.2905027932960894,0.36312849162011174,0.03910614525139665,0,0.11173184357541899,0.12849162011173185,0.0670391061452514,80,103,11,0,16,13,9,232,0.3448275862068966,0.44396551724137934,0.04741379310344827,0,0.06896551724137931,0.05603448275862069,0.03879310344827586
Murugan Ashwin,8,1,4,0,0,0,0,3,0.125,0.5,0,0,0,0,0.375,116,202,32,1,40,20,15,426,0.27230046948356806,0.47417840375586856,0.07511737089201878,0.002347417840375587,0.09389671361502347,0.046948356807511735,0.035211267605633804
Merchant de Lange,2,0,1,0,0,0,0,1,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Murali Kartik,108,24,60,8,1,7,1,7,0.2222222222222222,0.5555555555555556,0.07407407407407407,0.009259259259259259,0.06481481481481481,0.009259259259259259,0.06481481481481481,351,536,95,6,97,41,31,1157,0.30337078651685395,0.46326707000864303,0.08210890233362143,0.005185825410544511,0.08383751080380294,0.03543647363872083,0.02679343128781331
Michael Klinger,77,31,30,2,1,9,0,4,0.4025974025974026,0.38961038961038963,0.025974025974025976,0.012987012987012988,0.11688311688311688,0,0.05194805194805195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mitun Manhas,470,158,191,44,1,43,10,23,0.33617021276595743,0.40638297872340423,0.09361702127659574,0.002127659574468085,0.09148936170212765,0.02127659574468085,0.04893617021276596,15,21,2,1,2,1,0,42,0.35714285714285715,0.5,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.0
Mayank Markande,29,11,9,3,0,3,0,3,0.3793103448275862,0.3103448275862069,0.10344827586206896,0,0.10344827586206896,0,0.10344827586206896,75,139,12,0,36,20,16,298,0.2516778523489933,0.4664429530201342,0.040268456375838924,0,0.12080536912751678,0.06711409395973154,0.053691275167785234
Morne Morkel,90,21,33,8,1,11,5,11,0.23333333333333334,0.36666666666666664,0.08888888888888889,0.011111111111111112,0.12222222222222222,0.05555555555555555,0.12222222222222222,631,556,101,11,228,61,77,1665,0.378978978978979,0.33393393393393395,0.06066066066066066,0.006606606606606606,0.13693693693693693,0.03663663663663664,0.04624624624624624
Muttiah Muralitharan,30,11,9,2,1,1,0,6,0.36666666666666664,0.3,0.06666666666666667,0.03333333333333333,0.03333333333333333,0,0.2,535,657,104,3,104,66,63,1532,0.3492167101827676,0.42885117493472585,0.06788511749347259,0.0019582245430809398,0.06788511749347259,0.04308093994778068,0.041122715404699736
Makhaya Ntini,18,13,1,1,0,2,0,1,0.7222222222222222,0.05555555555555555,0.05555555555555555,0,0.1111111111111111,0,0.05555555555555555,92,59,8,1,29,8,7,204,0.45098039215686275,0.28921568627450983,0.0392156862745098,0.004901960784313725,0.14215686274509803,0.0392156862745098,0.03431372549019608
Mitchell Santner,23,7,10,2,0,0,3,1,0.30434782608695654,0.43478260869565216,0.08695652173913043,0,0,0.13043478260869565,0.043478260869565216,33,35,5,1,6,2,4,86,0.38372093023255816,0.4069767441860465,0.05813953488372093,0.011627906976744186,0.06976744186046512,0.023255813953488372,0.046511627906976744
Mujeeb Ur Rahman,11,5,2,0,0,2,0,2,0.45454545454545453,0.18181818181818182,0,0,0.18181818181818182,0,0.18181818181818182,109,160,31,3,34,18,17,372,0.29301075268817206,0.43010752688172044,0.08333333333333333,0.008064516129032258,0.0913978494623656,0.04838709677419355,0.0456989247311828
Murali Vijay,2105,806,687,163,17,243,91,98,0.3828978622327791,0.32636579572446556,0.07743467933491686,0.008076009501187649,0.1154394299287411,0.04323040380047506,0.04655581947743468,8,21,2,0,6,0,0,37,0.21621621621621623,0.5675675675675675,0.05405405405405406,0,0.16216216216216217,0,0.0
Manan Vohra,767,283,234,62,9,97,39,43,0.36897001303780963,0.3050847457627119,0.08083441981747067,0.011734028683181226,0.12646675358539766,0.05084745762711865,0.0560625814863103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mark Wood,3,1,1,0,0,0,0,1,0.3333333333333333,0.3333333333333333,0,0,0,0,0.3333333333333333,5,9,2,0,6,2,0,24,0.20833333333333334,0.375,0.08333333333333333,0,0.25,0.08333333333333333,0.0
Mayank Agarwal,986,323,374,51,0,117,52,69,0.3275862068965517,0.3793103448275862,0.05172413793103448,0,0.11866125760649088,0.05273833671399594,0.06997971602434078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mitchell Starc,98,34,38,9,0,10,0,7,0.3469387755102041,0.3877551020408163,0.09183673469387756,0,0.10204081632653061,0,0.07142857142857142,198,210,56,5,77,8,34,588,0.336734693877551,0.35714285714285715,0.09523809523809523,0.008503401360544218,0.13095238095238096,0.013605442176870748,0.05782312925170068
Mandeep Singh,1227,385,477,101,3,160,33,68,0.31377343113284434,0.38875305623471884,0.08231458842705787,0.0024449877750611247,0.13039934800325997,0.02689486552567237,0.05541972290138549,1,6,2,0,1,2,0,12,0.08333333333333333,0.5,0.16666666666666666,0,0.08333333333333333,0.16666666666666666,0.0
Mashrafe Mortaza,2,1,0,1,0,0,0,0,0.5,0,0.5,0,0,0,0,6,9,4,0,3,4,0,26,0.23076923076923078,0.34615384615384615,0.15384615384615385,0,0.11538461538461539,0.15384615384615385,0.0
Moises Henriques,756,225,310,70,3,87,27,34,0.2976190476190476,0.41005291005291006,0.09259259259259259,0.003968253968253968,0.11507936507936507,0.03571428571428571,0.04497354497354497,239,418,55,3,120,37,38,910,0.26263736263736265,0.4593406593406593,0.06043956043956044,0.0032967032967032967,0.13186813186813187,0.04065934065934066,0.041758241758241756
Kusal Perera,13,6,2,0,0,3,0,2,0.46153846153846156,0.15384615384615385,0,0,0.23076923076923078,0,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Michael Hussey,1612,556,648,96,11,198,52,51,0.34491315136476425,0.40198511166253104,0.05955334987593052,0.006823821339950372,0.1228287841191067,0.03225806451612903,0.03163771712158809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Farvez Maharoof,123,33,43,16,0,12,9,10,0.2682926829268293,0.34959349593495936,0.13008130081300814,0,0.0975609756097561,0.07317073170731707,0.08130081300813008,138,171,28,1,46,16,27,427,0.3231850117096019,0.40046838407494145,0.06557377049180328,0.00234192037470726,0.10772833723653395,0.03747072599531616,0.06323185011709602
Mitchell Johnson,164,63,58,12,1,10,7,13,0.38414634146341464,0.35365853658536583,0.07317073170731707,0.006097560975609756,0.06097560975609756,0.042682926829268296,0.07926829268292683,472,405,79,6,194,55,61,1272,0.3710691823899371,0.31839622641509435,0.06210691823899371,0.0047169811320754715,0.15251572327044025,0.04323899371069182,0.0479559748427673
Misbah-ul-Haq,81,23,29,6,0,10,6,7,0.2839506172839506,0.35802469135802467,0.07407407407407407,0,0.12345679012345678,0.07407407407407407,0.08641975308641975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Michael clarke,93,35,35,5,0,12,0,6,0.3763440860215054,0.3763440860215054,0.053763440860215055,0,0.12903225806451613,0,0.06451612903225806,20,33,3,0,4,2,2,64,0.3125,0.515625,0.046875,0,0.0625,0.03125,0.03125
Matin Guptill,195,76,59,7,2,24,15,12,0.38974358974358975,0.30256410256410254,0.035897435897435895,0.010256410256410256,0.12307692307692308,0.07692307692307693,0.06153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
