rrr_ran,total_Score_range,over,wickets_fell,dot,sing,doub,triple,four,six,wicket,total,dot_prob,sing_prob,doub_prob,trip_prob,four_prob,six_prob,wkt_prob
10 to 11,70 to 80,9,3,11,19,3,0,3,0,3,39,0.28205128205128205,0.48717948717948717,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693
10 to 11,70 to 80,10,0,3,8,0,0,1,1,0,13,0.23076923076923078,0.6153846153846154,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0
10 to 11,70 to 80,10,1,10,22,2,0,4,0,1,39,0.2564102564102564,0.5641025641025641,0.05128205128205128,0.0,0.10256410256410256,0.0,0.02564102564102564
10 to 11,70 to 80,10,2,11,20,2,0,3,1,0,37,0.2972972972972973,0.5405405405405406,0.05405405405405406,0.0,0.08108108108108109,0.02702702702702703,0.0
10 to 11,70 to 80,10,3,9,19,2,0,5,2,3,40,0.225,0.475,0.05,0.0,0.125,0.05,0.075
10 to 11,70 to 80,10,4,0,2,1,0,1,0,2,6,0.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.3333333333333333
10 to 11,70 to 80,10,5,1,1,0,0,0,0,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
10 to 11,70 to 80,11,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10 to 11,70 to 80,11,1,4,3,1,0,2,2,0,12,0.3333333333333333,0.25,0.08333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0
10 to 11,70 to 80,11,2,2,12,1,0,1,0,0,16,0.125,0.75,0.0625,0.0,0.0625,0.0,0.0
10 to 11,70 to 80,11,3,12,15,4,0,2,0,1,34,0.35294117647058826,0.4411764705882353,0.11764705882352941,0.0,0.058823529411764705,0.0,0.029411764705882353
10 to 11,70 to 80,11,4,11,15,1,0,0,0,2,29,0.3793103448275862,0.5172413793103449,0.034482758620689655,0.0,0.0,0.0,0.06896551724137931
10 to 11,70 to 80,11,5,1,3,1,0,3,1,0,9,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,0.0
10 to 11,70 to 80,11,6,1,5,0,0,0,0,0,6,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
10 to 11,70 to 80,11,7,0,2,0,0,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10 to 11,70 to 80,12,1,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10 to 11,70 to 80,12,2,4,8,1,0,1,1,0,15,0.26666666666666666,0.5333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0
10 to 11,70 to 80,12,3,4,15,1,0,6,1,0,27,0.14814814814814814,0.5555555555555556,0.037037037037037035,0.0,0.2222222222222222,0.037037037037037035,0.0
10 to 11,70 to 80,12,4,7,16,6,0,4,1,2,36,0.19444444444444445,0.4444444444444444,0.16666666666666666,0.0,0.1111111111111111,0.027777777777777776,0.05555555555555555
10 to 11,70 to 80,12,5,5,10,0,0,0,1,1,17,0.29411764705882354,0.5882352941176471,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705
10 to 11,70 to 80,12,6,4,5,0,0,1,0,0,10,0.4,0.5,0.0,0.0,0.1,0.0,0.0
10 to 11,70 to 80,12,7,1,2,1,0,1,0,0,5,0.2,0.4,0.2,0.0,0.2,0.0,0.0
10 to 11,70 to 80,13,2,5,7,2,0,1,0,0,15,0.3333333333333333,0.4666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0
10 to 11,70 to 80,13,3,1,5,2,0,0,0,2,10,0.1,0.5,0.2,0.0,0.0,0.0,0.2
10 to 11,70 to 80,13,4,5,10,3,0,1,2,0,21,0.23809523809523808,0.47619047619047616,0.14285714285714285,0.0,0.047619047619047616,0.09523809523809523,0.0
10 to 11,70 to 80,13,5,4,8,1,0,0,0,1,14,0.2857142857142857,0.5714285714285714,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142
10 to 11,70 to 80,13,6,1,4,0,0,0,0,1,6,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666
10 to 11,70 to 80,14,1,2,2,0,0,0,0,0,4,0.5,0.5,0.0,0.0,0.0,0.0,0.0
10 to 11,70 to 80,14,3,1,3,0,0,0,1,0,5,0.2,0.6,0.0,0.0,0.0,0.2,0.0
10 to 11,70 to 80,14,4,1,1,0,0,0,1,1,4,0.25,0.25,0.0,0.0,0.0,0.25,0.25
10 to 11,70 to 80,14,5,4,4,1,0,0,0,1,10,0.4,0.4,0.1,0.0,0.0,0.0,0.1
10 to 11,70 to 80,14,6,3,5,0,1,1,0,0,10,0.3,0.5,0.0,0.1,0.1,0.0,0.0
10 to 11,70 to 80,15,2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10 to 11,70 to 80,15,3,1,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10 to 11,70 to 80,15,4,1,5,0,0,0,0,0,6,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
10 to 11,70 to 80,15,5,2,5,1,0,0,0,0,8,0.25,0.625,0.125,0.0,0.0,0.0,0.0
10 to 11,70 to 80,15,9,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10 to 11,70 to 80,16,4,2,3,0,0,0,0,0,5,0.4,0.6,0.0,0.0,0.0,0.0,0.0
10 to 11,70 to 80,16,5,0,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.5,0.5
10 to 11,80 to 90,7,1,1,1,0,0,0,1,0,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
10 to 11,80 to 90,8,1,0,5,0,0,0,1,0,6,0.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0.0
10 to 11,80 to 90,8,2,1,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10 to 11,80 to 90,8,3,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10 to 11,80 to 90,9,0,1,1,0,0,1,0,0,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0
10 to 11,80 to 90,9,1,3,9,2,0,2,0,0,17,0.17647058823529413,0.5294117647058824,0.11764705882352941,0.0,0.11764705882352941,0.0,0.0
10 to 11,80 to 90,9,2,5,2,0,0,1,2,1,11,0.45454545454545453,0.18181818181818182,0.0,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091
10 to 11,80 to 90,9,3,6,4,2,0,3,1,1,17,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.0,0.17647058823529413,0.058823529411764705,0.058823529411764705
10 to 11,80 to 90,10,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10 to 11,80 to 90,10,1,5,10,3,0,1,2,0,22,0.22727272727272727,0.45454545454545453,0.13636363636363635,0.0,0.045454545454545456,0.09090909090909091,0.0
10 to 11,80 to 90,10,2,7,20,2,0,1,0,1,31,0.22580645161290322,0.6451612903225806,0.06451612903225806,0.0,0.03225806451612903,0.0,0.03225806451612903
10 to 11,80 to 90,10,3,6,7,2,0,4,3,2,25,0.24,0.28,0.08,0.0,0.16,0.12,0.08
10 to 11,80 to 90,10,4,1,3,0,0,0,0,1,5,0.2,0.6,0.0,0.0,0.0,0.0,0.2
10 to 11,80 to 90,11,0,1,4,1,0,1,0,0,7,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0
10 to 11,80 to 90,11,1,5,14,0,0,1,4,0,24,0.20833333333333334,0.5833333333333334,0.0,0.0,0.041666666666666664,0.16666666666666666,0.0
10 to 11,80 to 90,11,2,7,10,0,1,1,1,3,23,0.30434782608695654,0.43478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.13043478260869565
10 to 11,80 to 90,11,3,8,14,1,0,4,2,2,31,0.25806451612903225,0.45161290322580644,0.03225806451612903,0.0,0.12903225806451613,0.06451612903225806,0.06451612903225806
10 to 11,80 to 90,11,4,2,5,1,0,1,0,1,10,0.2,0.5,0.1,0.0,0.1,0.0,0.1
10 to 11,80 to 90,11,5,2,3,1,0,0,0,1,7,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285
10 to 11,80 to 90,11,6,0,2,0,0,0,0,2,4,0.0,0.5,0.0,0.0,0.0,0.0,0.5
10 to 11,80 to 90,12,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10 to 11,80 to 90,12,1,1,9,0,0,2,0,0,12,0.08333333333333333,0.75,0.0,0.0,0.16666666666666666,0.0,0.0
10 to 11,80 to 90,12,2,7,10,3,1,1,0,1,23,0.30434782608695654,0.43478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216
10 to 11,80 to 90,12,3,11,16,2,1,0,1,1,32,0.34375,0.5,0.0625,0.03125,0.0,0.03125,0.03125
10 to 11,80 to 90,12,4,8,12,2,0,3,0,2,27,0.2962962962962963,0.4444444444444444,0.07407407407407407,0.0,0.1111111111111111,0.0,0.07407407407407407
10 to 11,80 to 90,12,5,4,11,1,0,1,1,2,20,0.2,0.55,0.05,0.0,0.05,0.05,0.1
10 to 11,80 to 90,12,6,2,0,0,0,1,0,0,3,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
10 to 11,80 to 90,12,7,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10 to 11,80 to 90,13,1,2,3,0,0,0,0,0,5,0.4,0.6,0.0,0.0,0.0,0.0,0.0
10 to 11,80 to 90,13,2,6,8,1,0,1,0,1,17,0.35294117647058826,0.47058823529411764,0.058823529411764705,0.0,0.058823529411764705,0.0,0.058823529411764705
10 to 11,80 to 90,13,3,6,15,4,0,3,0,1,29,0.20689655172413793,0.5172413793103449,0.13793103448275862,0.0,0.10344827586206896,0.0,0.034482758620689655
10 to 11,80 to 90,13,4,9,15,4,0,2,0,3,33,0.2727272727272727,0.45454545454545453,0.12121212121212122,0.0,0.06060606060606061,0.0,0.09090909090909091
10 to 11,80 to 90,13,5,7,8,2,0,1,1,2,21,0.3333333333333333,0.38095238095238093,0.09523809523809523,0.0,0.047619047619047616,0.047619047619047616,0.09523809523809523
10 to 11,80 to 90,13,7,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10 to 11,80 to 90,13,8,1,0,0,0,0,0,1,2,0.5,0.0,0.0,0.0,0.0,0.0,0.5
10 to 11,80 to 90,13,9,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10 to 11,80 to 90,14,2,2,9,1,0,0,0,0,12,0.16666666666666666,0.75,0.08333333333333333,0.0,0.0,0.0,0.0
10 to 11,80 to 90,14,3,4,4,0,0,0,0,1,9,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,0.1111111111111111
10 to 11,80 to 90,14,4,10,16,2,0,0,3,1,32,0.3125,0.5,0.0625,0.0,0.0,0.09375,0.03125
10 to 11,80 to 90,14,5,3,6,2,0,1,1,2,15,0.2,0.4,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333
10 to 11,80 to 90,14,6,2,1,0,0,0,2,0,5,0.4,0.2,0.0,0.0,0.0,0.4,0.0
10 to 11,80 to 90,15,2,1,0,0,0,0,1,0,2,0.5,0.0,0.0,0.0,0.0,0.5,0.0
10 to 11,80 to 90,15,3,3,0,0,0,0,0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10 to 11,80 to 90,15,4,4,3,1,0,1,0,0,9,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0
10 to 11,80 to 90,15,5,4,8,0,0,2,1,1,16,0.25,0.5,0.0,0.0,0.125,0.0625,0.0625
10 to 11,80 to 90,15,6,2,5,0,0,1,0,0,8,0.25,0.625,0.0,0.0,0.125,0.0,0.0
10 to 11,80 to 90,15,8,2,2,0,0,0,0,0,4,0.5,0.5,0.0,0.0,0.0,0.0,0.0
10 to 11,80 to 90,16,2,1,0,1,0,0,0,0,2,0.5,0.0,0.5,0.0,0.0,0.0,0.0
10 to 11,80 to 90,16,3,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10 to 11,80 to 90,16,4,0,2,1,0,0,0,0,3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0
10 to 11,80 to 90,16,5,2,6,1,0,0,0,1,10,0.2,0.6,0.1,0.0,0.0,0.0,0.1
10 to 11,80 to 90,16,7,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10 to 11,80 to 90,16,8,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10 to 11,80 to 90,17,5,0,0,1,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10 to 11,80 to 90,17,8,2,0,0,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10 to 11,90 to 100,8,1,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10 to 11,90 to 100,9,0,0,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10 to 11,90 to 100,9,1,0,0,1,0,1,1,0,3,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
10 to 11,90 to 100,9,2,0,1,0,0,1,0,0,2,0.0,0.5,0.0,0.0,0.5,0.0,0.0
10 to 11,90 to 100,9,3,0,2,0,0,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10 to 11,90 to 100,10,1,3,1,0,0,0,0,0,4,0.75,0.25,0.0,0.0,0.0,0.0,0.0
10 to 11,90 to 100,10,2,1,3,0,0,1,0,0,5,0.2,0.6,0.0,0.0,0.2,0.0,0.0
10 to 11,90 to 100,10,3,3,4,0,0,3,0,0,10,0.3,0.4,0.0,0.0,0.3,0.0,0.0
10 to 11,90 to 100,10,4,1,1,0,0,0,0,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
10 to 11,90 to 100,11,0,0,2,1,0,1,0,0,4,0.0,0.5,0.25,0.0,0.25,0.0,0.0
10 to 11,90 to 100,11,1,2,6,1,0,4,0,0,13,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.0,0.3076923076923077,0.0,0.0
10 to 11,90 to 100,11,2,2,16,4,0,2,3,0,27,0.07407407407407407,0.5925925925925926,0.14814814814814814,0.0,0.07407407407407407,0.1111111111111111,0.0
10 to 11,90 to 100,11,3,10,13,1,0,5,0,1,30,0.3333333333333333,0.43333333333333335,0.03333333333333333,0.0,0.16666666666666666,0.0,0.03333333333333333
10 to 11,90 to 100,11,4,4,3,3,0,1,1,0,12,0.3333333333333333,0.25,0.25,0.0,0.08333333333333333,0.08333333333333333,0.0
10 to 11,90 to 100,11,5,1,0,0,0,0,0,1,2,0.5,0.0,0.0,0.0,0.0,0.0,0.5
10 to 11,90 to 100,12,1,10,14,3,1,1,0,0,29,0.3448275862068966,0.4827586206896552,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.0,0.0
10 to 11,90 to 100,12,2,2,17,2,0,3,1,2,27,0.07407407407407407,0.6296296296296297,0.07407407407407407,0.0,0.1111111111111111,0.037037037037037035,0.07407407407407407
10 to 11,90 to 100,12,3,4,13,1,0,2,4,2,26,0.15384615384615385,0.5,0.038461538461538464,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693
10 to 11,90 to 100,12,4,1,9,2,0,2,0,1,15,0.06666666666666667,0.6,0.13333333333333333,0.0,0.13333333333333333,0.0,0.06666666666666667
10 to 11,90 to 100,12,5,1,8,0,0,0,0,1,10,0.1,0.8,0.0,0.0,0.0,0.0,0.1
10 to 11,90 to 100,12,6,1,1,1,0,1,0,0,4,0.25,0.25,0.25,0.0,0.25,0.0,0.0
10 to 11,90 to 100,13,1,1,5,0,0,1,0,0,7,0.14285714285714285,0.7142857142857143,0.0,0.0,0.14285714285714285,0.0,0.0
10 to 11,90 to 100,13,2,5,12,0,0,3,1,2,23,0.21739130434782608,0.5217391304347826,0.0,0.0,0.13043478260869565,0.043478260869565216,0.08695652173913043
10 to 11,90 to 100,13,3,11,19,6,0,3,0,2,41,0.2682926829268293,0.4634146341463415,0.14634146341463414,0.0,0.07317073170731707,0.0,0.04878048780487805
10 to 11,90 to 100,13,4,6,5,2,0,1,0,3,17,0.35294117647058826,0.29411764705882354,0.11764705882352941,0.0,0.058823529411764705,0.0,0.17647058823529413
10 to 11,90 to 100,13,5,5,2,0,0,2,1,1,11,0.45454545454545453,0.18181818181818182,0.0,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091
10 to 11,90 to 100,13,6,3,1,0,0,1,0,0,5,0.6,0.2,0.0,0.0,0.2,0.0,0.0
10 to 11,90 to 100,14,2,4,9,2,0,3,0,1,19,0.21052631578947367,0.47368421052631576,0.10526315789473684,0.0,0.15789473684210525,0.0,0.05263157894736842
10 to 11,90 to 100,14,3,4,11,0,0,2,0,2,19,0.21052631578947367,0.5789473684210527,0.0,0.0,0.10526315789473684,0.0,0.10526315789473684
10 to 11,90 to 100,14,4,3,10,4,0,0,1,0,18,0.16666666666666666,0.5555555555555556,0.2222222222222222,0.0,0.0,0.05555555555555555,0.0
10 to 11,90 to 100,14,5,4,7,1,0,2,1,3,19,0.21052631578947367,0.3684210526315789,0.05263157894736842,0.0,0.10526315789473684,0.05263157894736842,0.15789473684210525
10 to 11,90 to 100,14,6,4,6,0,0,0,0,1,11,0.36363636363636365,0.5454545454545454,0.0,0.0,0.0,0.0,0.09090909090909091
10 to 11,90 to 100,15,2,2,1,1,0,0,0,0,4,0.5,0.25,0.25,0.0,0.0,0.0,0.0
10 to 11,90 to 100,15,3,6,12,0,0,1,2,1,22,0.2727272727272727,0.5454545454545454,0.0,0.0,0.045454545454545456,0.09090909090909091,0.045454545454545456
10 to 11,90 to 100,15,4,7,5,1,0,1,3,0,17,0.4117647058823529,0.29411764705882354,0.058823529411764705,0.0,0.058823529411764705,0.17647058823529413,0.0
10 to 11,90 to 100,15,5,4,4,2,0,3,0,0,13,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.0,0.23076923076923078,0.0,0.0
10 to 11,90 to 100,15,6,2,3,0,0,0,0,0,5,0.4,0.6,0.0,0.0,0.0,0.0,0.0
10 to 11,90 to 100,15,7,1,1,0,0,0,0,0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0
10 to 11,90 to 100,16,2,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10 to 11,90 to 100,16,3,2,4,1,0,0,1,0,8,0.25,0.5,0.125,0.0,0.0,0.125,0.0
10 to 11,90 to 100,16,4,1,1,0,0,1,0,0,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0
10 to 11,90 to 100,16,5,1,12,2,0,2,1,0,18,0.05555555555555555,0.6666666666666666,0.1111111111111111,0.0,0.1111111111111111,0.05555555555555555,0.0
10 to 11,90 to 100,16,6,0,3,0,0,0,0,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10 to 11,90 to 100,16,7,2,1,0,0,0,1,0,4,0.5,0.25,0.0,0.0,0.0,0.25,0.0
10 to 11,90 to 100,17,4,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10 to 11,90 to 100,17,5,0,6,0,0,0,0,1,7,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285
10 to 11,90 to 100,17,6,0,1,0,0,1,0,0,2,0.0,0.5,0.0,0.0,0.5,0.0,0.0
10 to 11,90 to 100,17,7,1,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10 to 11,90 to 100,17,8,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10 to 11,90 to 100,18,4,1,1,0,0,0,0,0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0
10 to 11,90 to 100,18,7,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11 to 12,0 to 10,1,0,48,28,3,1,11,0,0,92,0.5217391304347826,0.30434782608695654,0.03260869565217391,0.010869565217391304,0.11956521739130435,0.0,0.0
11 to 12,0 to 10,1,1,5,4,1,0,1,0,4,15,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.0,0.26666666666666666
11 to 12,0 to 10,1,2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11 to 12,0 to 10,2,0,18,5,1,0,1,1,0,26,0.6923076923076923,0.19230769230769232,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.0
11 to 12,0 to 10,2,1,14,12,0,0,4,0,3,33,0.42424242424242425,0.36363636363636365,0.0,0.0,0.12121212121212122,0.0,0.09090909090909091
11 to 12,0 to 10,2,2,6,1,0,0,0,0,2,9,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222
11 to 12,0 to 10,3,0,2,0,0,0,1,0,0,3,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
11 to 12,0 to 10,3,1,1,1,0,0,0,0,0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0
11 to 12,0 to 10,3,2,7,5,1,0,0,0,0,13,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.0,0.0,0.0,0.0
11 to 12,0 to 10,3,3,4,1,0,0,0,0,1,6,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666
11 to 12,0 to 10,4,1,1,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11 to 12,0 to 10,4,2,2,0,0,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11 to 12,10 to 20,1,0,2,1,1,0,1,0,0,5,0.4,0.2,0.2,0.0,0.2,0.0,0.0
11 to 12,10 to 20,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11 to 12,10 to 20,2,0,12,7,2,0,9,3,0,33,0.36363636363636365,0.21212121212121213,0.06060606060606061,0.0,0.2727272727272727,0.09090909090909091,0.0
11 to 12,10 to 20,2,1,11,8,0,0,4,1,4,28,0.39285714285714285,0.2857142857142857,0.0,0.0,0.14285714285714285,0.03571428571428571,0.14285714285714285
11 to 12,10 to 20,3,0,6,8,0,0,3,0,0,17,0.35294117647058826,0.47058823529411764,0.0,0.0,0.17647058823529413,0.0,0.0
11 to 12,10 to 20,3,1,22,14,2,0,8,3,4,53,0.41509433962264153,0.2641509433962264,0.03773584905660377,0.0,0.1509433962264151,0.05660377358490566,0.07547169811320754
11 to 12,10 to 20,3,2,9,1,0,0,7,0,3,20,0.45,0.05,0.0,0.0,0.35,0.0,0.15
11 to 12,10 to 20,4,0,6,5,0,0,0,0,0,11,0.5454545454545454,0.45454545454545453,0.0,0.0,0.0,0.0,0.0
11 to 12,10 to 20,4,1,4,4,1,0,1,0,0,10,0.4,0.4,0.1,0.0,0.1,0.0,0.0
11 to 12,10 to 20,4,2,7,4,0,0,2,0,0,13,0.5384615384615384,0.3076923076923077,0.0,0.0,0.15384615384615385,0.0,0.0
11 to 12,10 to 20,4,3,4,1,0,0,2,0,1,8,0.5,0.125,0.0,0.0,0.25,0.0,0.125
11 to 12,10 to 20,5,1,2,1,0,0,0,0,0,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
11 to 12,10 to 20,5,2,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11 to 12,10 to 20,5,3,3,2,0,0,0,0,0,5,0.6,0.4,0.0,0.0,0.0,0.0,0.0
11 to 12,10 to 20,5,4,1,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11 to 12,10 to 20,6,3,4,0,0,0,0,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11 to 12,10 to 20,6,4,2,1,0,0,1,0,0,4,0.5,0.25,0.0,0.0,0.25,0.0,0.0
11 to 12,10 to 20,7,3,1,1,0,0,0,0,0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0
11 to 12,100 to 110,9,1,0,1,0,0,1,0,0,2,0.0,0.5,0.0,0.0,0.5,0.0,0.0
11 to 12,100 to 110,10,1,0,2,0,0,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11 to 12,100 to 110,10,2,0,1,0,0,0,0,1,2,0.0,0.5,0.0,0.0,0.0,0.0,0.5
11 to 12,100 to 110,10,3,2,0,0,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11 to 12,100 to 110,11,1,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11 to 12,100 to 110,11,2,2,5,0,0,2,2,0,11,0.18181818181818182,0.45454545454545453,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0
11 to 12,100 to 110,11,3,2,3,1,0,1,0,0,7,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0
11 to 12,100 to 110,12,1,0,3,0,0,0,1,0,4,0.0,0.75,0.0,0.0,0.0,0.25,0.0
11 to 12,100 to 110,12,2,3,4,0,0,1,0,0,8,0.375,0.5,0.0,0.0,0.125,0.0,0.0
11 to 12,100 to 110,12,3,3,4,0,0,1,2,1,11,0.2727272727272727,0.36363636363636365,0.0,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091
11 to 12,100 to 110,12,4,0,1,0,0,0,0,1,2,0.0,0.5,0.0,0.0,0.0,0.0,0.5
11 to 12,100 to 110,12,5,0,2,0,0,0,0,1,3,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
11 to 12,100 to 110,13,1,2,2,0,0,0,1,0,5,0.4,0.4,0.0,0.0,0.0,0.2,0.0
11 to 12,100 to 110,13,2,2,2,1,0,0,0,0,5,0.4,0.4,0.2,0.0,0.0,0.0,0.0
11 to 12,100 to 110,13,3,1,7,0,0,0,1,0,9,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,0.1111111111111111,0.0
11 to 12,100 to 110,13,4,4,6,1,0,3,1,1,16,0.25,0.375,0.0625,0.0,0.1875,0.0625,0.0625
11 to 12,100 to 110,13,5,0,5,0,0,0,0,0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11 to 12,100 to 110,14,2,0,5,2,0,1,0,1,9,0.0,0.5555555555555556,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111
11 to 12,100 to 110,14,3,3,9,1,0,2,1,0,16,0.1875,0.5625,0.0625,0.0,0.125,0.0625,0.0
11 to 12,100 to 110,14,4,4,3,2,0,1,1,0,11,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.0
11 to 12,100 to 110,14,5,2,5,0,0,3,0,0,10,0.2,0.5,0.0,0.0,0.3,0.0,0.0
11 to 12,100 to 110,14,6,1,1,0,0,0,0,0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0
11 to 12,100 to 110,15,2,4,7,1,0,0,0,0,12,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.0,0.0,0.0,0.0
11 to 12,100 to 110,15,3,5,15,2,0,2,1,0,25,0.2,0.6,0.08,0.0,0.08,0.04,0.0
