num,bowler,dots,singles,doubles,triples,fours,sixes,wickets,balls_bowled,dot_prob,sing_prob,doub_prob,trip_prop,four_prob,six_prob,wkt_prob
156,S Badree,98,94,12,0,28,14,11,257,0.38132295719844356,0.3657587548638132,0.04669260700389105,0.0,0.10894941634241245,0.054474708171206226,0.042801556420233464
157,S Kaushik,62,85,14,0,25,14,6,206,0.30097087378640774,0.41262135922330095,0.06796116504854369,0.0,0.12135922330097088,0.06796116504854369,0.02912621359223301
158,SB Styris,75,92,12,0,19,14,8,220,0.3409090909090909,0.41818181818181815,0.05454545454545454,0.0,0.08636363636363636,0.06363636363636363,0.03636363636363636
159,SC Ganguly,65,140,18,1,25,14,10,273,0.23809523809523808,0.5128205128205128,0.06593406593406594,0.003663003663003663,0.09157509157509157,0.05128205128205128,0.03663003663003663
160,STR Binny,177,268,47,3,76,14,22,607,0.2915980230642504,0.4415156507413509,0.07742998352553541,0.004942339373970346,0.12520593080724876,0.023064250411861616,0.036243822075782535
161,AM Nayar,60,112,22,0,22,13,9,238,0.25210084033613445,0.47058823529411764,0.09243697478991597,0.0,0.09243697478991597,0.0546218487394958,0.037815126050420166
162,BA Bhatt,81,137,18,2,35,13,12,298,0.27181208053691275,0.4597315436241611,0.06040268456375839,0.006711409395973154,0.1174496644295302,0.0436241610738255,0.040268456375838924
163,JD Ryder,71,105,18,0,21,13,8,236,0.3008474576271186,0.4449152542372881,0.07627118644067797,0.0,0.08898305084745763,0.05508474576271186,0.03389830508474576
164,JDP Oram,70,95,14,0,34,13,9,235,0.2978723404255319,0.40425531914893614,0.059574468085106386,0.0,0.14468085106382977,0.05531914893617021,0.03829787234042553
165,M Ali,80,103,11,0,16,13,9,232,0.3448275862068966,0.44396551724137934,0.04741379310344827,0.0,0.06896551724137931,0.05603448275862069,0.03879310344827586
166,Mohammad Nabi,100,106,14,1,21,13,11,266,0.37593984962406013,0.39849624060150374,0.05263157894736842,0.0037593984962406013,0.07894736842105263,0.04887218045112782,0.041353383458646614
167,N Saini,125,79,13,2,49,13,11,292,0.4280821917808219,0.2705479452054795,0.04452054794520548,0.00684931506849315,0.1678082191780822,0.04452054794520548,0.03767123287671233
168,R Rampaul,113,80,19,2,24,13,14,265,0.42641509433962266,0.3018867924528302,0.07169811320754717,0.007547169811320755,0.09056603773584905,0.04905660377358491,0.052830188679245285
169,S Narwal,32,34,11,0,17,13,5,112,0.2857142857142857,0.30357142857142855,0.09821428571428571,0.0,0.15178571428571427,0.11607142857142858,0.044642857142857144
170,SJ Srivastava,89,118,16,1,50,13,14,301,0.2956810631229236,0.3920265780730897,0.053156146179401995,0.0033222591362126247,0.16611295681063123,0.04318936877076412,0.046511627906976744
171,WPUJC Vaas,110,89,10,1,40,13,18,281,0.3914590747330961,0.3167259786476868,0.03558718861209965,0.0035587188612099642,0.1423487544483986,0.046263345195729534,0.06405693950177936
172,Y Venugopal Rao,53,100,18,1,30,13,6,221,0.2398190045248869,0.45248868778280543,0.08144796380090498,0.004524886877828055,0.13574660633484162,0.058823529411764705,0.027149321266968326
173,YA Abdulla,73,70,15,0,31,13,15,217,0.33640552995391704,0.3225806451612903,0.06912442396313365,0.0,0.14285714285714285,0.059907834101382486,0.06912442396313365
174,C de Grandhomme,52,117,15,0,22,12,6,224,0.23214285714285715,0.5223214285714286,0.06696428571428571,0.0,0.09821428571428571,0.05357142857142857,0.026785714285714284
175,CJ Jordan,49,91,17,0,24,12,12,205,0.23902439024390243,0.44390243902439025,0.08292682926829269,0.0,0.11707317073170732,0.05853658536585366,0.05853658536585366
176,CR Brathwaite,61,123,14,1,37,12,13,261,0.23371647509578544,0.47126436781609193,0.05363984674329502,0.0038314176245210726,0.1417624521072797,0.04597701149425287,0.04980842911877394
177,DJ Hooda,53,121,16,0,22,12,6,230,0.23043478260869565,0.5260869565217391,0.06956521739130435,0.0,0.09565217391304348,0.05217391304347826,0.02608695652173913
178,DJG Sammy,61,103,20,1,33,12,11,241,0.25311203319502074,0.42738589211618255,0.08298755186721991,0.004149377593360996,0.13692946058091288,0.04979253112033195,0.04564315352697095
179,J Syed Mohammad,39,94,21,1,18,12,8,193,0.20207253886010362,0.48704663212435234,0.10880829015544041,0.0051813471502590676,0.09326424870466321,0.06217616580310881,0.04145077720207254
180,L Plunkett,35,77,8,0,15,12,4,151,0.23178807947019867,0.5099337748344371,0.052980132450331126,0.0,0.09933774834437085,0.07947019867549669,0.026490066225165563
181,MN Samuels,70,88,16,0,23,12,9,218,0.3211009174311927,0.4036697247706422,0.07339449541284404,0.0,0.10550458715596331,0.05504587155963303,0.04128440366972477
182,S Curran,48,81,23,0,31,12,10,205,0.23414634146341465,0.3951219512195122,0.11219512195121951,0.0,0.15121951219512195,0.05853658536585366,0.04878048780487805
183,S Sharma,67,120,22,0,29,12,12,262,0.25572519083969464,0.4580152671755725,0.08396946564885496,0.0,0.11068702290076336,0.04580152671755725,0.04580152671755725
184,S Tyagi,87,63,12,0,34,12,6,214,0.40654205607476634,0.29439252336448596,0.056074766355140186,0.0,0.1588785046728972,0.056074766355140186,0.028037383177570093
185,SW Tait,177,191,32,1,70,12,23,506,0.34980237154150196,0.3774703557312253,0.06324110671936758,0.001976284584980237,0.1383399209486166,0.023715415019762844,0.045454545454545456
186,AB McDonald,39,95,10,0,20,11,11,186,0.20967741935483872,0.510752688172043,0.053763440860215055,0.0,0.10752688172043011,0.05913978494623656,0.05913978494623656
187,AC Thomas,112,112,28,1,41,11,14,319,0.3510971786833856,0.3510971786833856,0.0877742946708464,0.003134796238244514,0.12852664576802508,0.034482758620689655,0.0438871473354232
188,KP Appanna,59,103,17,1,20,11,9,220,0.2681818181818182,0.4681818181818182,0.07727272727272727,0.004545454545454545,0.09090909090909091,0.05,0.04090909090909091
189,Parvez Rasool,56,93,12,0,22,11,4,198,0.2828282828282828,0.4696969696969697,0.06060606060606061,0.0,0.1111111111111111,0.05555555555555555,0.020202020202020204
190,V Kohli,48,145,28,0,24,11,4,260,0.18461538461538463,0.5576923076923077,0.1076923076923077,0.0,0.09230769230769231,0.04230769230769231,0.015384615384615385
191,WD Parnell,215,211,37,0,80,11,26,580,0.3706896551724138,0.36379310344827587,0.06379310344827586,0.0,0.13793103448275862,0.01896551724137931,0.04482758620689655
192,A Chandila,92,91,10,1,17,10,11,232,0.39655172413793105,0.3922413793103448,0.04310344827586207,0.004310344827586207,0.07327586206896551,0.04310344827586207,0.04741379310344827
193,B Laughlin,32,80,19,0,26,10,10,177,0.1807909604519774,0.4519774011299435,0.10734463276836158,0.0,0.14689265536723164,0.05649717514124294,0.05649717514124294
194,BAW Mendis,68,121,16,1,16,10,8,240,0.2833333333333333,0.5041666666666667,0.06666666666666667,0.004166666666666667,0.06666666666666667,0.041666666666666664,0.03333333333333333
195,GD McGrath,141,103,11,1,41,10,12,319,0.44200626959247646,0.322884012539185,0.034482758620689655,0.003134796238244514,0.12852664576802508,0.03134796238244514,0.03761755485893417
196,JO Holder,75,87,16,1,28,10,5,222,0.33783783783783783,0.3918918918918919,0.07207207207207207,0.0045045045045045045,0.12612612612612611,0.04504504504504504,0.02252252252252252
197,K Khejroliya,22,50,4,0,9,10,3,98,0.22448979591836735,0.5102040816326531,0.04081632653061224,0.0,0.09183673469387756,0.10204081632653061,0.030612244897959183
198,Kamran Khan,53,61,6,1,22,10,9,162,0.3271604938271605,0.3765432098765432,0.037037037037037035,0.006172839506172839,0.13580246913580246,0.06172839506172839,0.05555555555555555
199,R McLaren,104,134,27,2,69,10,12,358,0.2905027932960894,0.3743016759776536,0.07541899441340782,0.00558659217877095,0.19273743016759776,0.027932960893854747,0.0335195530726257
200,R Sathish,27,70,15,0,18,10,3,143,0.1888111888111888,0.48951048951048953,0.1048951048951049,0.0,0.1258741258741259,0.06993006993006994,0.02097902097902098
201,RS Bopara,50,98,12,0,25,10,11,206,0.24271844660194175,0.47572815533980584,0.05825242718446602,0.0,0.12135922330097088,0.04854368932038835,0.05339805825242718
202,Shivam Sharma,33,47,11,0,9,10,4,114,0.2894736842105263,0.41228070175438597,0.09649122807017543,0.0,0.07894736842105263,0.08771929824561403,0.03508771929824561
203,TL Suman,37,75,15,0,8,10,6,151,0.24503311258278146,0.4966887417218543,0.09933774834437085,0.0,0.052980132450331126,0.06622516556291391,0.039735099337748346
204,V Pratap Singh,61,80,13,2,31,10,10,207,0.2946859903381642,0.3864734299516908,0.06280193236714976,0.00966183574879227,0.1497584541062802,0.04830917874396135,0.04830917874396135
205,B Akhil,54,88,14,0,18,9,6,189,0.2857142857142857,0.4656084656084656,0.07407407407407407,0.0,0.09523809523809523,0.047619047619047616,0.031746031746031744
206,B Stanlake,57,49,6,3,19,9,7,150,0.38,0.32666666666666666,0.04,0.02,0.12666666666666668,0.06,0.04666666666666667
207,CRD Fernando,82,86,15,1,30,9,17,240,0.3416666666666667,0.35833333333333334,0.0625,0.004166666666666667,0.125,0.0375,0.07083333333333333
208,D Wiese,63,135,17,1,44,9,16,285,0.22105263157894736,0.47368421052631576,0.05964912280701754,0.0035087719298245615,0.1543859649122807,0.031578947368421054,0.056140350877192984
209,JE Taylor,42,35,14,0,10,9,6,116,0.3620689655172414,0.3017241379310345,0.1206896551724138,0.0,0.08620689655172414,0.07758620689655173,0.05172413793103448
210,KP Pietersen,47,91,11,1,10,9,7,176,0.26704545454545453,0.5170454545454546,0.0625,0.005681818181818182,0.056818181818181816,0.05113636363636364,0.03977272727272727
211,LJ Wright,12,42,4,0,5,9,2,74,0.16216216216216217,0.5675675675675675,0.05405405405405406,0.0,0.06756756756756757,0.12162162162162163,0.02702702702702703
212,P Parameswaran,55,52,7,0,23,9,9,155,0.3548387096774194,0.33548387096774196,0.04516129032258064,0.0,0.14838709677419354,0.05806451612903226,0.05806451612903226
213,R Shukla,33,43,12,1,21,9,5,124,0.2661290322580645,0.3467741935483871,0.0967741935483871,0.008064516129032258,0.1693548387096774,0.07258064516129033,0.04032258064516129
214,SM Pollock,119,93,14,2,30,9,11,278,0.42805755395683454,0.3345323741007194,0.050359712230215826,0.007194244604316547,0.1079136690647482,0.03237410071942446,0.039568345323741004
215,T Curran,9,28,6,0,6,9,6,64,0.140625,0.4375,0.09375,0.0,0.09375,0.140625,0.09375
216,TP Sudhindra,17,29,8,0,8,9,1,72,0.2361111111111111,0.4027777777777778,0.1111111111111111,0.0,0.1111111111111111,0.125,0.013888888888888888
217,AD Mascarenhas,105,106,30,2,34,8,19,304,0.34539473684210525,0.34868421052631576,0.09868421052631579,0.006578947368421052,0.1118421052631579,0.02631578947368421,0.0625
218,Anand Rajan,49,65,10,0,17,8,8,157,0.31210191082802546,0.4140127388535032,0.06369426751592357,0.0,0.10828025477707007,0.050955414012738856,0.050955414012738856
219,CK Langeveldt,56,59,6,0,17,8,13,159,0.3522012578616352,0.3710691823899371,0.03773584905660377,0.0,0.1069182389937107,0.050314465408805034,0.08176100628930817
220,I Sodhi,56,81,17,1,9,8,9,181,0.30939226519337015,0.44751381215469616,0.09392265193370165,0.0055248618784530384,0.049723756906077346,0.04419889502762431,0.049723756906077346
221,J Behrendorff,46,31,5,0,19,8,5,114,0.40350877192982454,0.2719298245614035,0.043859649122807015,0.0,0.16666666666666666,0.07017543859649122,0.043859649122807015
222,J Yadav,84,94,16,0,18,8,5,225,0.37333333333333335,0.4177777777777778,0.07111111111111111,0.0,0.08,0.035555555555555556,0.022222222222222223
223,M Ntini,92,59,8,1,29,8,7,204,0.45098039215686275,0.28921568627450983,0.0392156862745098,0.004901960784313725,0.14215686274509803,0.0392156862745098,0.03431372549019608
224,MA Starc,198,210,56,5,77,8,34,588,0.336734693877551,0.35714285714285715,0.09523809523809523,0.008503401360544218,0.13095238095238096,0.013605442176870748,0.05782312925170068
225,Mohammad Asif,56,67,15,1,37,8,8,192,0.2916666666666667,0.3489583333333333,0.078125,0.005208333333333333,0.19270833333333334,0.041666666666666664,0.041666666666666664
226,A Flintoff,18,27,4,0,7,7,2,65,0.27692307692307694,0.4153846153846154,0.06153846153846154,0.0,0.1076923076923077,0.1076923076923077,0.03076923076923077
227,AM Salvi,50,57,12,0,18,7,7,151,0.33112582781456956,0.37748344370860926,0.07947019867549669,0.0,0.11920529801324503,0.046357615894039736,0.046357615894039736
228,Ankit Soni,35,48,11,0,8,7,2,111,0.3153153153153153,0.43243243243243246,0.0990990990990991,0.0,0.07207207207207207,0.06306306306306306,0.018018018018018018
229,BE Hendricks,43,52,14,4,24,7,9,153,0.28104575163398693,0.33986928104575165,0.0915032679738562,0.026143790849673203,0.1568627450980392,0.0457516339869281,0.058823529411764705
230,H Gurney,43,72,16,0,23,7,7,168,0.25595238095238093,0.42857142857142855,0.09523809523809523,0.0,0.13690476190476192,0.041666666666666664,0.041666666666666664
231,J Searles,5,24,2,1,4,7,2,45,0.1111111111111111,0.5333333333333333,0.044444444444444446,0.022222222222222223,0.08888888888888889,0.15555555555555556,0.044444444444444446
232,J Theron,57,110,11,0,28,7,9,222,0.25675675675675674,0.4954954954954955,0.04954954954954955,0.0,0.12612612612612611,0.03153153153153153,0.04054054054054054
233,L Ferguson,26,39,11,0,20,7,2,105,0.24761904761904763,0.37142857142857144,0.10476190476190476,0.0,0.19047619047619047,0.06666666666666667,0.01904761904761905
234,MK Tiwary,8,22,4,1,2,7,1,45,0.17777777777777778,0.4888888888888889,0.08888888888888889,0.022222222222222223,0.044444444444444446,0.15555555555555556,0.022222222222222223
235,P Amarnath,22,51,8,2,29,7,7,126,0.1746031746031746,0.40476190476190477,0.06349206349206349,0.015873015873015872,0.23015873015873015,0.05555555555555555,0.05555555555555555
236,PC Valthaty,37,71,12,1,15,7,7,150,0.24666666666666667,0.47333333333333333,0.08,0.006666666666666667,0.1,0.04666666666666667,0.04666666666666667
237,RV Gomez,32,37,5,0,10,7,5,96,0.3333333333333333,0.3854166666666667,0.052083333333333336,0.0,0.10416666666666667,0.07291666666666667,0.052083333333333336
238,SB Bangar,51,53,10,1,24,7,4,150,0.34,0.35333333333333333,0.06666666666666667,0.006666666666666667,0.16,0.04666666666666667,0.02666666666666667
239,Shahid Afridi,48,81,13,0,19,7,9,177,0.2711864406779661,0.4576271186440678,0.07344632768361582,0.0,0.10734463276836158,0.03954802259887006,0.05084745762711865
240,Shoaib Ahmed,28,41,5,1,14,7,5,101,0.27722772277227725,0.40594059405940597,0.04950495049504951,0.009900990099009901,0.13861386138613863,0.06930693069306931,0.04950495049504951
241,Sohail Tanvir,99,86,15,0,27,7,22,256,0.38671875,0.3359375,0.05859375,0.0,0.10546875,0.02734375,0.0859375
242,T Shamsi,23,39,7,0,13,7,3,92,0.25,0.42391304347826086,0.07608695652173914,0.0,0.14130434782608695,0.07608695652173914,0.03260869565217391
243,A Choudhary,37,38,9,0,13,6,5,108,0.3425925925925926,0.35185185185185186,0.08333333333333333,0.0,0.12037037037037036,0.05555555555555555,0.046296296296296294
244,CL White,7,24,3,0,5,6,1,46,0.15217391304347827,0.5217391304347826,0.06521739130434782,0.0,0.10869565217391304,0.13043478260869565,0.021739130434782608
245,Gagandeep Singh,22,27,11,0,14,6,3,83,0.26506024096385544,0.3253012048192771,0.13253012048192772,0.0,0.1686746987951807,0.07228915662650602,0.03614457831325301
246,H Viljoen,36,54,12,1,25,6,7,141,0.2553191489361702,0.3829787234042553,0.0851063829787234,0.0070921985815602835,0.1773049645390071,0.0425531914893617,0.04964539007092199
247,JEC Franklin,30,75,11,1,21,6,9,153,0.19607843137254902,0.49019607843137253,0.0718954248366013,0.006535947712418301,0.13725490196078433,0.0392156862745098,0.058823529411764705
248,JJ van der Wath,26,20,1,1,17,6,3,74,0.35135135135135137,0.2702702702702703,0.013513513513513514,0.013513513513513514,0.22972972972972974,0.08108108108108109,0.04054054054054054
249,K Paul,43,89,9,1,18,6,9,175,0.24571428571428572,0.5085714285714286,0.05142857142857143,0.005714285714285714,0.10285714285714286,0.03428571428571429,0.05142857142857143
250,K Santokie,12,16,7,0,6,6,3,50,0.24,0.32,0.14,0.0,0.12,0.12,0.06
251,KM Asif,13,7,2,0,7,6,3,38,0.34210526315789475,0.18421052631578946,0.05263157894736842,0.0,0.18421052631578946,0.15789473684210525,0.07894736842105263
252,L Ngidi,63,62,3,0,13,6,11,158,0.3987341772151899,0.3924050632911392,0.0189873417721519,0.0,0.08227848101265822,0.0379746835443038,0.06962025316455696
253,ND Doshi,22,21,1,0,5,6,2,57,0.38596491228070173,0.3684210526315789,0.017543859649122806,0.0,0.08771929824561403,0.10526315789473684,0.03508771929824561
254,Swapnil Singh,9,38,6,0,1,6,1,61,0.14754098360655737,0.6229508196721312,0.09836065573770492,0.0,0.01639344262295082,0.09836065573770492,0.01639344262295082
255,TS Mills,36,37,6,1,15,6,5,106,0.33962264150943394,0.3490566037735849,0.05660377358490566,0.009433962264150943,0.14150943396226415,0.05660377358490566,0.04716981132075472
256,V Shankar,21,43,6,0,14,6,2,92,0.22826086956521738,0.4673913043478261,0.06521739130434782,0.0,0.15217391304347827,0.06521739130434782,0.021739130434782608
257,VS Malik,78,74,11,3,30,6,6,208,0.375,0.3557692307692308,0.052884615384615384,0.014423076923076924,0.14423076923076922,0.028846153846153848,0.028846153846153848
258,Y Nagar,12,33,6,0,11,6,4,72,0.16666666666666666,0.4583333333333333,0.08333333333333333,0.0,0.1527777777777778,0.08333333333333333,0.05555555555555555
259,A Joseph,17,13,2,0,10,5,6,53,0.32075471698113206,0.24528301886792453,0.03773584905660377,0.0,0.18867924528301888,0.09433962264150944,0.11320754716981132
260,AA Jhunjhunwala,26,34,10,0,10,5,1,86,0.3023255813953488,0.3953488372093023,0.11627906976744186,0.0,0.11627906976744186,0.05813953488372093,0.011627906976744186
261,AF Milne,28,44,7,0,21,5,4,109,0.25688073394495414,0.4036697247706422,0.06422018348623854,0.0,0.1926605504587156,0.045871559633027525,0.03669724770642202
262,DP Vijaykumar,59,49,11,2,23,5,4,153,0.38562091503267976,0.3202614379084967,0.0718954248366013,0.013071895424836602,0.1503267973856209,0.032679738562091505,0.026143790849673203
263,MJ Henry,6,11,1,0,7,5,1,31,0.1935483870967742,0.3548387096774194,0.03225806451612903,0.0,0.22580645161290322,0.16129032258064516,0.03225806451612903
264,P Sahu,21,56,8,0,11,5,3,104,0.20192307692307693,0.5384615384615384,0.07692307692307693,0.0,0.10576923076923077,0.04807692307692308,0.028846153846153848
265,P Suyal,34,39,6,2,16,5,2,104,0.3269230769230769,0.375,0.057692307692307696,0.019230769230769232,0.15384615384615385,0.04807692307692308,0.019230769230769232
266,R Ninan,5,17,3,0,3,5,3,36,0.1388888888888889,0.4722222222222222,0.08333333333333333,0.0,0.08333333333333333,0.1388888888888889,0.08333333333333333
267,RJ Peterson,18,14,3,0,5,5,3,48,0.375,0.2916666666666667,0.0625,0.0,0.10416666666666667,0.10416666666666667,0.0625
268,S Randiv,54,79,14,2,20,5,6,180,0.3,0.4388888888888889,0.07777777777777778,0.011111111111111112,0.1111111111111111,0.027777777777777776,0.03333333333333333
269,SB Joshi,17,24,2,0,6,5,1,55,0.3090909090909091,0.43636363636363634,0.03636363636363636,0.0,0.10909090909090909,0.09090909090909091,0.01818181818181818
270,SMSM Senanayake,64,87,9,2,17,5,9,193,0.3316062176165803,0.45077720207253885,0.046632124352331605,0.010362694300518135,0.08808290155440414,0.025906735751295335,0.046632124352331605
271,T Natarajan,22,38,4,1,9,5,2,81,0.2716049382716049,0.4691358024691358,0.04938271604938271,0.012345679012345678,0.1111111111111111,0.06172839506172839,0.024691358024691357
272,TM Head,5,27,6,0,3,5,2,48,0.10416666666666667,0.5625,0.125,0.0,0.0625,0.10416666666666667,0.041666666666666664
273,Umar Gul,39,59,13,0,16,5,12,144,0.2708333333333333,0.4097222222222222,0.09027777777777778,0.0,0.1111111111111111,0.034722222222222224,0.08333333333333333
274,WA Mota,20,31,10,0,4,5,4,74,0.2702702702702703,0.4189189189189189,0.13513513513513514,0.0,0.05405405405405406,0.06756756756756757,0.05405405405405406
275,A Dananjaya,6,11,2,0,2,4,0,25,0.24,0.44,0.08,0.0,0.08,0.16,0.0
276,AJ Finch,12,19,4,0,4,4,1,44,0.2727272727272727,0.4318181818181818,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.022727272727272728
277,AL Menaria,37,48,6,0,15,4,3,113,0.3274336283185841,0.4247787610619469,0.05309734513274336,0.0,0.13274336283185842,0.035398230088495575,0.02654867256637168
278,AP Dole,15,30,7,0,11,4,5,72,0.20833333333333334,0.4166666666666667,0.09722222222222222,0.0,0.1527777777777778,0.05555555555555555,0.06944444444444445
279,D Kalyankrishna,8,24,2,1,8,4,2,49,0.16326530612244897,0.4897959183673469,0.04081632653061224,0.02040816326530612,0.16326530612244897,0.08163265306122448,0.04081632653061224
280,Jaskaran Singh,33,32,8,2,22,4,6,107,0.308411214953271,0.29906542056074764,0.07476635514018691,0.018691588785046728,0.205607476635514,0.037383177570093455,0.056074766355140186
281,JDS Neesham,13,25,3,0,9,4,1,55,0.23636363636363636,0.45454545454545453,0.05454545454545454,0.0,0.16363636363636364,0.07272727272727272,0.01818181818181818
282,KJ Abbott,26,34,9,0,24,4,2,99,0.26262626262626265,0.3434343434343434,0.09090909090909091,0.0,0.24242424242424243,0.04040404040404041,0.020202020202020204
283,LH Ferguson,37,29,2,0,9,4,3,84,0.44047619047619047,0.34523809523809523,0.023809523809523808,0.0,0.10714285714285714,0.047619047619047616,0.03571428571428571
284,M de Lange,34,43,5,1,21,4,5,113,0.3008849557522124,0.3805309734513274,0.04424778761061947,0.008849557522123894,0.18584070796460178,0.035398230088495575,0.04424778761061947
285,Mashrafe Mortaza,6,9,4,0,3,4,0,26,0.23076923076923078,0.34615384615384615,0.15384615384615385,0.0,0.11538461538461539,0.15384615384615385,0.0
286,MG Neser,5,7,2,1,6,4,0,25,0.2,0.28,0.08,0.04,0.24,0.16,0.0
287,N Rana,27,39,4,0,12,4,7,93,0.2903225806451613,0.41935483870967744,0.043010752688172046,0.0,0.12903225806451613,0.043010752688172046,0.07526881720430108
288,P R Barman,2,10,5,0,3,4,0,24,0.08333333333333333,0.4166666666666667,0.20833333333333334,0.0,0.125,0.16666666666666666,0.0
289,R Parag,16,43,11,0,8,4,2,84,0.19047619047619047,0.5119047619047619,0.13095238095238096,0.0,0.09523809523809523,0.047619047619047616,0.023809523809523808
290,RR Raje,33,64,9,2,23,4,6,141,0.23404255319148937,0.45390070921985815,0.06382978723404255,0.014184397163120567,0.16312056737588654,0.028368794326241134,0.0425531914893617
291,S Sriram,2,7,1,0,4,4,0,18,0.1111111111111111,0.3888888888888889,0.05555555555555555,0.0,0.2222222222222222,0.2222222222222222,0.0
292,T Thushara,49,54,11,0,14,4,8,140,0.35,0.38571428571428573,0.07857142857142857,0.0,0.1,0.02857142857142857,0.05714285714285714
293,A Uniyal,6,16,4,0,6,3,2,37,0.16216216216216217,0.43243243243243246,0.10810810810810811,0.0,0.16216216216216217,0.08108108108108109,0.05405405405405406
294,CK Kapugedera,0,7,2,0,5,3,0,17,0.0,0.4117647058823529,0.11764705882352941,0.0,0.29411764705882354,0.17647058823529413,0.0
295,D Salunkhe,12,22,3,1,6,3,1,48,0.25,0.4583333333333333,0.0625,0.020833333333333332,0.125,0.0625,0.020833333333333332
296,D Willey,17,23,3,0,12,3,2,60,0.2833333333333333,0.38333333333333336,0.05,0.0,0.2,0.05,0.03333333333333333
297,DJ Muthuswami,40,14,5,1,14,3,4,81,0.49382716049382713,0.1728395061728395,0.06172839506172839,0.012345679012345678,0.1728395061728395,0.037037037037037035,0.04938271604938271
298,DNT Zoysa,22,26,2,1,12,3,2,68,0.3235294117647059,0.38235294117647056,0.029411764705882353,0.014705882352941176,0.17647058823529413,0.04411764705882353,0.029411764705882353
299,Gurkeerat Singh,21,40,6,1,6,3,5,82,0.25609756097560976,0.4878048780487805,0.07317073170731707,0.012195121951219513,0.07317073170731707,0.036585365853658534,0.06097560975609756
300,H Brar,7,16,1,0,3,3,0,30,0.23333333333333334,0.5333333333333333,0.03333333333333333,0.0,0.1,0.1,0.0
301,K Upadhyay,20,22,1,1,9,3,0,56,0.35714285714285715,0.39285714285714285,0.017857142857142856,0.017857142857142856,0.16071428571428573,0.05357142857142857,0.0
302,KAJ Roach,20,16,3,0,10,3,0,52,0.38461538461538464,0.3076923076923077,0.057692307692307696,0.0,0.19230769230769232,0.057692307692307696,0.0
303,LPC Silva,0,3,0,0,0,3,0,6,0.0,0.5,0.0,0.0,0.0,0.5,0.0
304,P Prasanth,3,0,0,0,0,3,0,6,0.5,0.0,0.0,0.0,0.0,0.5,0.0
305,PD Collingwood,19,51,8,0,4,3,5,90,0.2111111111111111,0.5666666666666667,0.08888888888888889,0.0,0.044444444444444446,0.03333333333333333,0.05555555555555555
306,RN ten Doeschate,20,48,6,0,4,3,2,83,0.24096385542168675,0.5783132530120482,0.07228915662650602,0.0,0.04819277108433735,0.03614457831325301,0.024096385542168676
307,RR Bhatkal,0,5,2,0,2,3,0,12,0.0,0.4166666666666667,0.16666666666666666,0.0,0.16666666666666666,0.25,0.0
308,S Dhawan,13,18,1,0,7,3,4,46,0.2826086956521739,0.391304347826087,0.021739130434782608,0.0,0.15217391304347827,0.06521739130434782,0.08695652173913043
309,S Kuggeleijn,15,19,5,0,6,3,2,50,0.3,0.38,0.1,0.0,0.12,0.06,0.04
310,S Warrier,27,29,3,0,8,3,2,72,0.375,0.4027777777777778,0.041666666666666664,0.0,0.1111111111111111,0.041666666666666664,0.027777777777777776
311,SD Chitnis,7,17,2,0,4,3,2,35,0.2,0.4857142857142857,0.05714285714285714,0.0,0.11428571428571428,0.08571428571428572,0.05714285714285714
312,SE Bond,66,72,13,0,27,3,9,190,0.3473684210526316,0.37894736842105264,0.06842105263157895,0.0,0.14210526315789473,0.015789473684210527,0.04736842105263158
313,Shoaib Malik,13,23,8,0,7,3,2,56,0.23214285714285715,0.4107142857142857,0.14285714285714285,0.0,0.125,0.05357142857142857,0.03571428571428571
314,SS Agarwal,6,10,1,0,3,3,1,24,0.25,0.4166666666666667,0.041666666666666664,0.0,0.125,0.125,0.041666666666666664
315,Sunny Gupta,0,11,1,0,4,3,0,19,0.0,0.5789473684210527,0.05263157894736842,0.0,0.21052631578947367,0.15789473684210525,0.0
316,V Chakravarthy,7,3,1,0,3,3,1,18,0.3888888888888889,0.16666666666666666,0.05555555555555555,0.0,0.16666666666666666,0.16666666666666666,0.05555555555555555
317,A Nel,6,5,1,0,3,2,1,18,0.3333333333333333,0.2777777777777778,0.05555555555555555,0.0,0.16666666666666666,0.1111111111111111,0.05555555555555555
318,AA Noffke,5,11,2,0,2,2,1,23,0.21739130434782608,0.4782608695652174,0.08695652173913043,0.0,0.08695652173913043,0.08695652173913043,0.043478260869565216
319,AC Voges,15,30,1,0,8,2,0,56,0.26785714285714285,0.5357142857142857,0.017857142857142856,0.0,0.14285714285714285,0.03571428571428571,0.0
320,AUK Pathan,9,22,2,0,5,2,0,40,0.225,0.55,0.05,0.0,0.125,0.05,0.0
321,B Chipli,1,0,2,0,1,2,0,6,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.0
322,BMAJ Mendis,10,14,1,0,2,2,1,30,0.3333333333333333,0.4666666666666667,0.03333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.03333333333333333
323,C Nanda,11,25,8,0,1,2,2,49,0.22448979591836735,0.5102040816326531,0.16326530612244897,0.0,0.02040816326530612,0.04081632653061224,0.04081632653061224
324,DAJ Bracewell,7,10,1,0,2,2,3,25,0.28,0.4,0.04,0.0,0.08,0.08,0.12
325,DB Ravi Teja,3,10,1,0,1,2,1,18,0.16666666666666666,0.5555555555555556,0.05555555555555555,0.0,0.05555555555555555,0.1111111111111111,0.05555555555555555
